TapFunder|"TapFunder is a cloud-based, self-service platform that allows organizations and individuals to launch mobile donation campaigns.Organizations that use the service can select one or more keywords that they can then promote to their prospective donors (e.g., ""Text CASH4KIDS to 28594"") during events or whenever they are presenting their..."
TapPress|New publishing service for iPad.
TapTalents|TapTalents is an on-the-job platform that helps enterprises to create and deliver training content to busy remote field workers on their mobile devices.
TapTrack|TapTrack is a Near Field Communications (NFC) solutions provider. Using our unique NFC development platform that seamlessly integrates NFC hardware, web based content and native apps we are able to deliver effective solutions that meet our client's budget and schedule. Our platform enables us to quickly implement even the most complex NFC...
Tapastreet|Tapastreet is an SAAS platform that enables clients to discover and integrate high quality photo and video social content into their online platforms.The Tapastreet platform tracks what is happening anywhere in the world in real-time by topic or location via photos and videos uploaded to the social web. Tapastreet is available for  Enterprise...
Taplet|Taplet, Inc. is a mobile, media-rich communication company based in Los Angeles. After launching a successful application for extracting HD photos from videos, Taplet is now building a private group sharing and messaging app called Joyspace.
Tasit.com|Tasit.com is a web platform that offers an auto market environment for sellers and buyers of used vehicles in Turkey. Users can post pictures of cars on the site with features and sale price.
Task Messenger|Task Messenger helps you manage your daily tasks, get help from your team mates and provides teamwork statistics and analytics to drive engagement.Our mission at Task Messenger is to make teamwork visible to help teams get work done. We strongly believe that by providing the social tools for teams to interact, share and help each other we can...
TaskEasy, Inc.|TaskEasy, Inc. makes exterior maintenance as easy as shopping online. With the click of a button, TaskEasy delivers services to customers like lawn mowing, and snow removal. As the first company to apply the services fulfillment model nationwide for home exterior maintenance and multi-site property management, TaskEasy’s proprietary platform...
TaskIT, Inc.|TaskIT is changing the way IT does business. Our marketplace matches enterprise IT managers with an on-demand IT workforce comprised of the best engineers and consultants in the world. We also help the best IT consultants and firms reach new customers based on their skills, experience, reputation, and relationships. We save both parties time and...
TasteSpace|TasteSpace is a culinary search engine which differentiates itself from its competition by serving the dual audiences of consumers and restaurateurs with best-in-class technology. Currently serving the New York market, the site currently has 7,200 establishments. For establishments, the site offer â€œVenue Registrationsâ€ which enables restaurants...
TayaSola|The genesis of TayaSola came as a result of founder Alma Lorraine Bone Constables work in Kenya where communities were asking for low cost, healthy ways to light their homes at night. Solar was thought to be too expensive. She began to wonder what would happen if solar literacy was a goal in primary education.
Teamie|Teamie is a social learning platform that drives collaboration, enhances educator productivity & institution performance. Social Networking has enabled a new way of collaboration and sharing and while public social networks act as a good platform for collaboration with friends, they are not purpose-built for learning. Hence Teamie creates a...
TechLoaner|Techloaner provides its customers the service to rent or buy any technology devices like smart phones, smart watches and tables for one time or on monthly basis.Their company is not only geared towards customers but it is also geared towards the companies that do their testing on the smart devices. They can help them cut the costs to own a...
Techcafe.io|Discover and integrate with TechCafe, a marketplace for restaurants to discover technology solutions available to grow and manage their business more effectively. TechCafe allows technology vendors to integrate their products into the marketplace that are tailored toward restaurants.
Tekmi|Tekmi is provider of Unified Communications. Tekmi integrate in one interface all communications:- Virtual PBX and VoIP - virtual phone numbers, IVR, callforwarding and recording, and more- Messenging - e-mail, chat, fax, voicemail- Video and audio conferencing- Data sharing, calendar and other collaboration services.Tekmi works via...
Telepath|Telepath is a telematics company with a difference. Telepath is a fleet and personnel consultancy company. Using source telematics data we translate it into business information as a basis to advise our customers.
Teleport|Teleport builds software to move you to the best place to live and work. Explore the best cities based on your personal preferences, and we’ll lend you a hand with preparing and executing the move.Many of us were previously building Skype, which was quite effective in making the world smaller in a metaphorical sense. We now aim to make...
Telller|Telller is the best way for you and your friends to capture and collect your shared experiences. Invite your friends, combine texts & photos and have fun telling your story together. Our stories happen with people around us but the way we create and share content is more-or-less one side. Telller solves this simple question - If there is...
Tellyo|Our new product Tellyo Pro helps content owners and online publishers to get the full benefit of online video.With Tellyo Pro the publishers can easily access the content streamed on TV. They can grab and edit out the relevant clips they want to use in their articles and social media streams. Publishers don't have to worry about copyright...
Telnexus|Telnexus gives small enterprises the IP services they deserve, with a business model that disrupts the telecom value chain with a high-touch, concierge-like experience. The market opportunity for converting small businesses from analog to VoIP in the United States is still huge. 89% of establishments in the $60B business telecom market use copper...
Temnos|Big data analysis has been a boon for spotting trends and making business decisions based on structured information such as revenue, clicks, and views. But what about textual content? Blog posts, articles, reports, and other documents consist of free-form text and are not structured the way databases are. Although the promise of the Semantic Web is...
Tempo AI|Tempo AI, Inc. was founded at SRI International in 2011 by mobile veteran Raj Singh, Microsoft  veteran Corey Hulen, and Thierry Donneau-Golencer of SRI. Tempo AI leverages sophisticated virtual personal assistant technology from SRI International, the birthplace of the Internet, the computer mouse and more recently Siri.In February 2013, Tempo...
Temptster|Temptster is a number one selling Irish app which specialises in real time offers. They take excess capacity from restaurants, bars and nightclubs and sell them to customers in the immediate vicinity using GPS, to promote high-value same-day offers.It also caters for last minute cancellations or no-shows by allowing the merchant upload an...
TenKod|TenKod’s goal is to make Mobile app developers’ and testers’ lives better!TenKod was founded as a result of continuous and intensive efforts within the diverse and complex continuous integration, development and testing landscape in the mobile app sphere. TenKod addresses these challenges by providing a simple solution, executable on all...
TenasiTech|TenasiTech offers composite polymers.
TeraFold Biologics Inc.|TeraFold Biologics is developing an integrated computational platform for discovery, modeling, and pre-clinical validation of alternative protein scaffolds as potential drugs and as delivery systems for therapeutic and bioimaging agents for cancer and neurodegenerative diseases. Our focus is on transport across the blood-brain barrier and...
Terascore|Terascore is developing an educational tool for teachers to create, administer, and manage tests entirely online.   Scores and results are available immediately and  teachers get instant analytics on question quality, difficulty, student performance.   Any questions created can be stored in a question bank for reuse. Terascore aims to move all...
Tesora|Formerly Known as ParElastic. Tesora was founded with the vision of radically simplifying how databases are provisioned and managed. We are partnering with the OpenStack Trove community to create an open database as service platform to deliver on this vision.With Tesora, OpenStack administrators can go beyond compute and storage to offer their...
Tethis|Tethis has developed technologies to equip customers with renewable solutions for large scale industrial problems. Its first product, a bio-based absorbent polymer for the diaper industry called Tethex has been met with industry enthusiasm. In addition, Tethis is exploring products and partnerships in many other industries including pulp and paper,...
Tetra Discovery|Tetra Discovery Partners LLC provides consulting services in drug discovery and development. They partner with Universities to commercialize intellectual property and conduct proprietary research on diseases affecting the central nervous system.Their research focuses on developing new treatments for depression and schizophrenia. Severe forms of...
Texifter|Texifter's cloud-based solutions reduce the cost of managing large volumes of unstructured text documents and help users create value from millions of items imported from social media, federated search, bulk email extraction, and electronic document repositories. Texifter provides access to a variety of social data via DiscoverText,...
TextualAds|TextualAds, created by Qlique Labs, allows brands to collect fans' mobile numbers and send them SMS (text) messages about current marketing campaigns.  TextualAds has robust targeting capabilities that allow messages to be sent to Mobile Fans based on age, gender, country, state, city or zip making this one of the most effective, customizable...
Thalchemy|Thalchemy Corp. is engaged in developing neurally-inspired algorithms and accelerators to enable continuous sensory processing in smartphones and other battery-operated devices. Its algorithms mimic the operation of the mammalian thalamus, which serves as the routing, filtering, and preprocessing point for sensory data on its way to the neocortex....
The Digital Marvels|The Digital Marvels are the creators of omniTouché, the first cloud-based software platform that enables Luxury, Fashion and Retail brands to offer consumers a seamless and personalized brand experience – across all channels – before, at, and after the point of sale (in-store and online).omniTouché is the result of 18 months of close...
The Extraordinaries|The Extraordinaries offers an iPhone and Web app that allows you to micro-volunteer on-demand and on-the-spot. Have a favorite cause, organization, or interest? The Extraordinaries allows you to do something meaningful for it in just a few minutes.The Extraordinaries is a for-profit social enterprise. We are currently applying to become a...
The Fan Machine|The Fan Machine is a Social Marketing Suite that allows Marketers to run campaigns con Social Networks on an easy but efficient way.The Platform has several promotional applications to be used on Facebook like Sweepstakes, Contests, Coupons. The company was the first company to be selected by Facebook as Preferred Marketing Developer...
The Float Yard|Float is an online cash management and forecasting tool that helps you manage your business and keep on top of your cash flow. By projecting your future cash in the bank it’s easier to make the right decisions for your business.
The Grid|This is not another do-it-yourself website builder. The Grid harnesses the power of artificial intelligence to take everything you throw at it - videos, images, text, urls and more - and automatically shape them into a custom website unique to you. As your needs grow, it evolves with you, effortlessly adapting to your needs. Want to add e-commerce?...
The Infatuation|The Infatuation is a website, app, newsletter, and recommendation platform designed for finding the perfect restaurant for every situation. The Infatuation doesn't take restaurant comps, doesn't take invites, and always tells it like it is.The platform operating in New York, Los Angeles, London, Chicago, San Francisco, Seattle, Denver,...
The Library|"The Library is new way to manage digital movie files in high resolution format. Start by uploading ""master"" movie files to your account. Once uploaded a preview film is automatically created and the movie shows up in the List View. Clicking the movie to make it active allows you to perform various functions like previewing, downloading..."
Orange Chef|Orange Chef designs and manufactures hardware and software applications to answer some of the toughest questions around health and nutrition. Widely regarded as leaders of the connected kitchen category, all products are created with an emphasis on quality, simple design and a smart utilization of artificial intelligence technologies. Orange Chef...
The Solution Group|The Solution Group™ (TSG) is a specialized firm driven by innovation. TSG was founded with a distinctive vision aimed at bringing leading edge human capital technology solutions to companies that want to, dramatically increase the quality of hire, improve employee performance, reduce cost, enhance workforce execution and heighten process...
The Venue Report|The Venue Report is a consumer & commerce marketplace in the group travel & events space. We inspire togetherness and celebration by highlighting exceptional spaces, places, and locales across the globe. Get inspired; read, share, save and favorite content for your next gathering. Search & book from a curated directory of 4000+ venue...
TheOfficialBoard|TheOfficialBoard shows updated org charts for 35,000 companies.  Executives listed in TheOfficialBoard are contacted via direct e-mail through the site.  Members can correct information or add to the database, since the site is a wiki.
TheTakes|TheTakes.com is a cloud based project management, resource planning, communications and monitoring tool for the film production.Movie making is complex and costly. It also has a very specific workflow closely tied with the screenplay, so general solutions, like Basecamp, don't work here. There're hundreds of people working on the set,...
Thelial Technologies|Thelial is a targeted carcinoma drug discovery and development company.theLiTE™ (Thelial – Live Targeted Epithelia) is our proprietary targeted carcinoma drug discovery platform technology; screening a library of more than 1200 drug candidates we have discovered six carcinoma targeted drug candidates, validating theLiTE™.To prove the...
TheraVid|TheraVid is a Patient Management Platform for Injury Rehabilitation.The TheraVid Platform allows providers to develop a personalized exercise plan for their patients, provide a secure messaging system to handle questions and share updates as they happen in real time, set workout reminders for continued patient participation, and provide a...
Therasport Physical Therapy|Therasport Physical Therapy, Inc. provides services to treat orthopedic and neurological conditions. It treats various conditions of cervical spine/neck, lumbar spine/back, shoulder, elbow, hand/wrist, hip, knee, ankle/foot, and neurological disorders; and sports injuries. Therasport Physical Therapy, Inc. was incorporated in...
Thermalin Diabetes|Thermalin Diabetes, Incorporated develops a portfolio of insulin analogs to address both the fast-acting and long-acting insulin markets.
Thetis Pharmaceuticals|Thetis Pharmaceuticals LLC is a biopharmaceutical company developing novel small molecule drugs to treat inflammatory bowel disease (IBD).In contrast to existing IBD therapies that work by inhibiting key steps in the inflammatory process, Thetis agents offer a unique immuno-resolving approach to IBD treatment based on dampening inflammation and...
Think Big Analytics|Think Big Analytics provides services to assemble Big Data applications. The company provides data science and engineering services to assemble custom applications oriented towards business outcomes. Its “test and learn” methodology was created for Big Data projects to prioritize initiatives and learn from frequent releases.
Thinkfuse|Thinkfuse is an enterprise SaaS provider that integrates closely with email to streamline scheduled communications like status reports and project updates without changing the way people work. It helps helps teams collaborate while building intelligence about work done across an organization.
ThoughtBox|ThoughtBox is an award winning educational company delivering learning experiences in specific subject areas such as Math and Science, centred on Gameful Learning.ThoughtBox's first product Numerosity: Play with Math! is an iPad application aimed at 7 - 10 year olds which makes Math into a Game. In Numerosity Kids are encouraged to control...
Thryve|Thryve is an application development company that offers a range of health-focused applications such as Thryve, a mobile food coach; and Foster, a medication management and pill reminder.Thryve was launched in 2012.
Ticket Evolution|Ticket Evolution is a  software company owned by over 120 Ticket Brokers in the secondary ticket industry. As one of the largest ticket aggregators in the space, they specialize in cutting edge software applications for ticket resellers including a complete point of sale solution, b2b portal, API and mobile apps just to name few.
Hive|They build software that helps artists build a fan base that they understand how to sell to.With the way that artists distribute content today (records through iTunes, live shows through TicketMaster, social through Facebook) they collect no fan data. It's impossible to effectively sell to fans that you do not know.They help artists...
TimeCast|TIMECAST (타임캐스트) is a smartphone app development and consultancy company offering entertainment content and social networking services for professional developers. Their service portfolio is extended to provide mobile content planning and development, mobile services platform development, and consulting.Since its inception, TIMECAST has managed...
Timetovisit|Service for making an appointment with doctors and helthcare specialists online.The basis of Timetovisit.ru entered humanistic principle, that is, by all means to help each client. If you are looking for help in finding a doctor to Timetovisit.ru, then be sure you empty-handed you will not leave. Server helps to find any dentist in any area of...
Tinfoil Security|They make website security regular, affordable, and easy.They crawl your site, a bit like Google, but instead of looking for text and HTML they look for common vulnerabilities in your website. They act as external hackers, picking through each access point on your website, trying to get in. If they are successful, they record where and how they...
Tinker Square|Tinker Square, Inc. operates in information technology sector. The company was incorporated in 2012 and is based in Los Gatos, California.
Tins.ly|Tins.ly Inc. began as Engage, LLC a Social Media Marketing Agency; quickly, the founders realized that the largest growth potential was in products to serve the market rather than a service model. They pivoted then to build and sell the applications addressing the gaps discovered while working in the field”focusing on a simple principal: Change how...
Tinybop|We’re an award-winning studio of designers, developers, and artists building a suite of educational iOS apps for kids. We strive to create immersive games that encourage exploration and creativity. We believe in the power of learning through play, experimentation, and inquiry.
TipCity|TipCity allows restaurants to broadcast instant, time sensitive promotions to nearby consumers.TipCity has developed an integrated online, mobile, and social media platform matching diners with restaurant deals. This platform makes it simple for restaurant owners and managers to connect consumers with highly targeted promotions by harnessing...
Tipping Bucket|"Tipping Bucket is a a crowd-sourced venture philanthropy platform.It helps non-profits, social businesses, and startup social entrepreneurs leverage social media to provide catalytic capital and fund projects that do social good. The Tipping Bucket site launches one specific ""Change the World"" project at a time, in one of seven..."
Tittat|Tittat is a service (WEB, iOS, Android) that allows users to share anonymous opinions about anyone. In contrast to other anonymous apps such as Secret, Wisper, Yik-Yak etc., Tittat, on the other hand, is intended to focus on sharing references on people, and in creating reputation. (Think of it as Yelp for individuals) It was founded by Emil...
Tivity|Tivity is a crowd-sourced knowledge base of local athletic activities curated by the people who know these activities best - the participants. Discover, connect and play with the people, places, and events that fit your active lifestyle. Track your athletic history and let other members of the Tivity community know which activities you're most...
TopDeejays|TopDeejays is one of the biggest organized global DJ database websites and Facebook app provider, specialized in electronic dance music.TopDeejays offers visitors a chance to browse through categories like genre, country or social network and look at their favorite DJ’s profile, where they can find links to social media profiles and their...
TopLog|topLog turns System Log data into intelligence. By utilizing state-of-the-art Machine Learning techniques and providing an interactive user interface, topLog gives System Administrators better insight into what is happening to their IT resources. Our unique approach saves time and money, allowing for quick and effective event troubleshooting and...
TopTechPhoto|TopTechPhoto is a startup company to solve technical complexity in digital photography. Well known for it's Lightroom plugins it is now under development of Pics.io.
Topicmarks01|Topicmarks has a web service in beta that helps information workers summarize heaps of cloud documents around their own interests. We produce these summaries through a unique combination of meaning-based algorithms with user behavior and human intent. Try it at: http://topicmarks.comTopicmarks will now plug into major cloud storage...
Topple Track|Topple Track is a scalable, self-serve, content monitoring platform.  Musicians and record labels of all sizes can easily manage and protect their music for the price of a cheeseburger.
Torbit|Torbit is a cloud-based website accelerator service that makes websites faster.  Torbit's technology is built around many of the performance best practices recommended by companies like Google and Yahoo.  Torbit speeds up your site by automating these performance optimizations that are otherwise tedious for you to do by hand.
Totus Power|Totus Power develops battery packs for schools in developing countries by reusing lithium ion batteries from electric vehicles. Most of these schools lack access to reliable electricity to run their learning devices. By reusing these batteries, Totus Power captures their often-wasted value before recycling.
Tout|Tout is the TV network for the Internet. A spin-out from the Stanford Research Institute (SRI International), Tout's Personalized TV Technology is the first patented AI technology that delivers targeted video programming based on who you are and where you are across the web. Tout works with more than 300 leading content producers and over...
TowerMetriX|TowerMetriX is the ideal solution for managing individual progress and performance. Beyond the individual, however, TowerMetriX can easily manage the qualifications, goals and accomplishments for a work group, departmental staff, or an entire organization. To provide this flexibility and extensibility, TowerMetriX provides three Points of View:
TrabajoPanel|TrabajoPanel is an online system for evaluating and monitoring progress of construction workers in real-time.
Trace Technologies|Trace Technologies, founded in 2002, was the company behind PISDâ„¢, the groundbreaking design automation tool that empowers aerospace system engineers to confidently design fibre optic cable harnesses and to do so right first time, every time.Replacing traditional copper cabling with optic fibre increases the variety and availability of...
Tracelytics|Tracelytics is the SaaS-based application performance solution that understands scalable web architectures. Erase the boundaries between applications, layers, and machines; start tracing.
Track the Bet|TracktheBet.com is a sports betting analytics company that enables users to manage their sports bets with different reports, graphs and alerts. Using this software, sports bettors can become more aware of their betting and money management habits.Users can also receive customized, daily e-mail alerts and Saved reports to help stay on top of...
TrackMaven|Marketers report on their results for two reasons: to prove their value, and to improve results.  TrackMaven is the only marketing analytics platform that gives marketers the ability to do both across all of their digital channels. TrackMaven’s marketing analytics platform integrates with all the tools marketers are already using to measure...
Tracky|Las Vegas-based startup Tracky. Tracky is offering a platform that offers collaboration between groups, people and project discovery, secure online chat, group task management, and quick access to cloud-based documents.
Trading Blox|Trading Blox™ was founded by Professional traders and software developers with a mission to develop a world-class trading and portfolio back-testing simulation platform for serious traders. We are focused on giving traders the tools to build robust trading systems and have confidence going forward into real trading.
Trajectory, Inc.|Trajectory simplifies the process of producing and distributing eBooks around the globe.
Trampoline Systems|Trampoline Systems is a London-based developer of Enterprise Social Computing software. Trampoline's technologies analyse email, blogs and other data sources inside the corporation to understand each person's expertise and map relationships across the corporate ecosystem.Trampoline Systems Ltd. was founded in 2003 and is based in...
Transatomic Power Corporation|Transatomic Power is a nuclear reactor design company. They are developing the WAMSR -- a Waste-Annihilating Molten Salt Reactor. WAMSR is a 520 MW molten salt reactor that converts high-level nuclear waste into clean, carbon-free electric power.
TranscribeMe|TranscribeMe makes audio content searchable and shareable, by converting speech to text, using a hybrid software + crowd-sourced platform. For complex audio with multiple speakers, overlapping conversations, ambient noise, or subject-specific jargon, we produce a 99% accurate, speaker identified transcription, using our proprietary...
Transcriptic|"Transcriptic is a new kind of scientific outsourcing provider. By expressing life science methods as data, infrastructure virtualization will become possible. ""Science-as-a-Service"" will power the next generation of discovery, driven by huge efficiencies of both time and money.Transcriptic was founded in 2012 to create a better way to..."
Transinsight|Think the impossible... Develop Intelligent Search Technologies for the Life Sciences and Beyond.Transinsight is a German based company providing solutions for knowledge based search. The award winning company works in close collaboration with the bioinformatics group of the Technical University Dresden. Transinsight and the bioinformatics...
Trash Backwards|A mobile app to help citizens and organizations get closer to zero waste.
TrashOut.NGO|Showing how important recycling is. We shine a light on social problems by geotagging illegal dumps and teach people how to recycle.
Treasure Valley Surgery Center|Treasure Valley Surgery Center was created for the convenience of the patient with high quality and efficient service. Our experienced staff provides reassurance, personal attention, and top quality care to all patients and families!The Treasure Valley Surgery Center is a member of Surgical Care Affiliates (SCA), one of the largest outpatient...
Treasure Valley Urology Services|Treasure Valley Urology Services LLC operates in the healthcare sector. The company was incorporated in 2004 and is based in Austin, Texas. Treasure Valley Urology Services LLC operates as a subsidiary of HealthTronics, Inc.
Treasure Valley Urology Services|Treasure Valley Urology Services LLC operates in the healthcare sector. The company was incorporated in 2004 and is based in Austin, Texas. Treasure Valley Urology Services LLC operates as a subsidiary of HealthTronics, Inc.
Treehouse|Treehouse is an online technology school that offers beginner to advanced courses in web design, web development, mobile development and game development taught by a team of expert teachers. Its courses are aimed at beginners looking to learn coding skills and embark on a career in the tech industry.In May 2016, Treehouse launched the...
Treeveo|"Treeveo is a web-based project execution platform that reduces the complexity surrounding strategic projects. Using Treeveo reduces the time spent on managing a project and accelerates project results. At Treeveo, we believe everyone should have the chance to lead. Treeveo helps cultivate leadership among managers and ""common""..."
Trellie|Trellie Inc. makes innovative consumer electronics that ensure people are better connected to increase communication, happiness and peace of mind. The name Trellie is derived from two words which translate to “be connected”. The company’s initial focus is on providing mothers added insurance that they will not miss important calls from people who...
Trendalytics Innovation Labs|Trendalytics is a product intelligence engine that decodes and enriches retail industry data to surface what consumers want today and tomorrow. As your personal data scientist, Trendalytics’ proprietary machine learning and image recognition technology superpowers clients with a 360° lens on consumer demand and market supply inflection points by...
Tresata|Tresata develops software platform for real-time customer intelligence management. Its software enables businesses to monetize customer data by collecting, curating, computing, and converting it to customer intelligence across all existing and growing data assets and at a segment of one. Tresata's products include OPTIMUS, TREK, TREE, ORION,...
Treventis|TREVENTIS™ Corporation is an early stage biotechnology company focused on diseases associated with protein misfolding such as Alzheimer’s, Parkinson’s and Huntington’s.  Currently, the Company has two major areas of discovery and development including: (1) the development of drugs that halt Alzheimer’s disease (and other dementias) progression with...
Intrinio|Intrinio's mission is to help investors save money and make time so they can live more meaningful lives. We believe investors waste time on data collection, data entry, and data analysis because traditional financial data providers stifle innovation through high prices and restrictive technology. The Intrinio Fintech marketplace solves this...
Tricycle|Tricycle, Inc. is a SaaS company founded to reduce petroleum use and landfill waste in the commercial carpet industry. The company's technology product Tryk™, a sampling tool for carpet specification digitally combines yarn, machine, and design information to produce realistic carpet images. It serves commercial interiors manufacturers,...
Trigence|Trigence Corp. offers application virtualization solutions for the data centers in Canada and internationally. The company provides Trigence AE software, which encapsulates applications at a level above the operating system and creates Application Capsules, which turn applications into a discrete object to create a virtualized environment, where...
Triggerfox Corporation|Triggerfox is the mobile address book for busy professionals. It uses your calendar, email, and social media accounts to build rich profiles for everyone in your contacts list. Triggerfox helps you build better relationships with the people who matter most to your personal and business network. The best ‘relationship builders’ make it a habit to...
RoboVM AB|RoboVM lets developers create truly native iOS apps in Java and other JVM languages.
Trinity-Noble|Trinity-Noble is an award-winning company that has proprietary technology for the detection and prevention of distracted driving due to dangerous cell phone use by drivers.Trinity-Noble has been focusing on developing and patenting solutions for the prevention of distracted driving since 2001. Our combined 75 years of experience in Business,...
Trippifi|Trippifi.com - people going places Trippifi is a social travel community (website and mobile apps) connecting like-minded people who will be in the same place at the same time.Trippifi is a travel forum, destination based social network and chat app who’s mission is to enhance users travel experiences by making them more social.By...
Trist|Trist provides specific, real-time location insights through foot traffic and demographic analytics.  These analytics identify specific marketing and advertising opportunities that allow our clients to run more targeted and efficient campaigns. Our mobile application enables our users to update our data sets with real-time information, making our...
Troppus Software, an EchoStar Corporation|Symbi® Get Connected. Stay Connected.Symbi’s web-based self-service helps home network users with Internet connection setup and configuration. Stay connected and become more tech savvy with our extensive library of self-help articles. Web self-service benefits to consumers include:Convenience – find answers any time of day or night, from...
Truckily|Truckily is connecting Food Trucks to customers like no other app has before. Currently in Private Beta.
Trudev|Trudev is a team of MIT and Harvard graduates who have developed both a portable, affordable, microbial drinking water test and chemical purification system. We aim to take advantage of existing distribution networks by selling our products to universities, local NGOs and larger intergovernmental agencies that execute rural water projects.
TrueAbility|TrueAbility is an advanced platform for delivering skills based assessment for the 21st-century workforce. Important to the classroom and workplace, TrueAbility provides solutions built upon performance-based technology, bridging a gap for both end-users and the entities measuring their skill by providing the most accurate and comprehensive...
TrustCloud|TrustCloud gives members in the Sharing Economy the tools for Trust and Accountability that enable better decision-making and improves every transaction. They measure consumers' virtuous online behaviors and transactions to build a portable TrustScore they can easily use within the Sharing Economy.
Trustifi|"Trustifi is an email visibility and security company providing a SaaS solution that protects businesses from email vulnerabilities and compliance risks.
Basic email is extremely vulnerable to being breached because cybercriminals are always looking to steal private and Personally Identifiable Information (PII). As stolen data is worth a lot of..."
Trustlook|Trustlook (www.trustlook.com) is a global leader in next-generation cybersecurity products based on artificial intelligence. Their innovative SECUREai engine delivers the performance and scalability needed to provide total threat protection against malware and other forms of attack. Trustlook's solutions protect users from both known and...
Tubaloo|Tubaloo provides free worldwide calling. The flagship product is the Tubaloo app for the Android.The service works from any phone via a network of local access numbers, but its flagship product is a VoIP application for Android mobile phones which is capable of routing calls to the public network via either WiFi or 3G connections from mobile...
Tube2Tone|Tube2Tone converts videos to Ringtones. It is a simple intuitive online tool that requires no download. Simply select the video you like, record a Ringtone and send/email it to your phone.
Tubing Operations for Humanitarian Logistics (TOHL)|TOHL is mobilizing the globe through providing innovative fluid transport infrastructure solutions for a variety of industrial & humanitarian applications. TOHL uses patent-pending techniques for installing pipelines in significantly longer segments than conventional installation methods.
Tubular Labs|Tubular is the leading global video measurement and analytics platform that powers broadcasters, publishers, and brands to create successful content and scale audiences faster. We provide the most complete picture of what video consumers watch and enable companies to grow digital audiences and sell brand integrations to win in the ever evolving...
Tuee|Tuee is a guest relationship management (GRM) tool used by service-based businesses like restaurants to improve retention marketing and operational proficiency. Tuee uses a tablet system to capture experiential and contact data from 80% of guests at the point of sale. Tuee then uses that data to send instant operational alerts, personalize email...
Tulip Retail|Tulip Retail is the world’s first cloud-based retail platform built exclusively for store associates. It was founded in 2013 by a team of mobile and e-commerce experts who are passionate about shaping the future in-store experience. Dedicated to store associate empowerment, Tulip is bringing the best of online shopping to the selling floor with an...
Turned On Digital|Turned On Digital is a full service mobile apps development agency based in London and Manchester, UK. Since 2009, their clients have included ITN, Channel 4, SamFry and Harper Collins and their projects have been featured by the BBC, the Guardian, WIRED and Fast Company amongst many others.Situationist and TubeTap apps have been Turned On...
Tutamee|Tutamee is building an opinion community focused on discussing what the best of anything is. For example, what is the best hotel in New York? On the platform, people come to share, discuss, vote and debate on intriguing questions posted by the community about what the best of anything is. The questions are prefixed with â€œwhat is the bestâ€...
company_name|description
TweetDeck|TweetDeck is a Twitter client for desktop, web, and mobile devices.TweetDeck was originally an Adobe Air desktop application, designed with a unique columned user interface. Its goal was to be a realtime application that allowed users to monitor that information in a single concise view. TweetDeck integrated services from Twitter, Twitscoop,...
Everwall|Tweetwall is a completely real-time solution for displaying Tweets at an event.As the first commercial provider of Tweetwalls (since 2008), Tweetwall has led the industry in features and usability.  Their leaderboards increase event engagement, their full moderation and filter based moderation make it easy to make sure your Tweetwall is only...
TwentyPeople|TwentyPeople is a London-based, rapid-prototyping and digital design company. We create minimum viable products and push the most successful concepts out into the world. Most notably, we made:FRUJI (fruji.com): Professional Twitter Analytics ServiceBUFFERGRAM (buffergram.com): Instagram Scheduler and Web PostingMEDIUMSOUNDS...
Twilio|Twilio, the developer platform for communications, is reinventing telecom by merging the worlds of cloud computing, web services and telecommunications. With Twilio, developers and businesses make communications more contextual by embedding voice, video, messaging, and authentication directly into  applications. Businesses such as Uber, Box,...
Twingly|Twingly is a data mining company from Linköping that was founded in 2006. We focus on indexing blogs and strive towards the best coverage, quality and support of mainly European languages. Today we are indexing 75+ million blogs from all over the world. Apart from the data mining business we also provide companies with solutions to find relevant...
Twitt2Go|Twitt2Go is a web system that allows Twitter users to order home of your favorite restaurants. It is a Mexican company dedicated to the delivery of food via Twitter.
Twoodo|People today suffer from the chaos of online collaboration tools. We have one tool for email, one for chat, one for calendars, one for managing tasks and one for notes. All these tools require typing in information. So why do we use so many tools for the same activity?Twoodo solves this pain. Using simple tags (just like on Twitter) our...
Tyrogenex|Tyrogenex, Inc., a biotechnology company, engages in research and development of multi-kinase angiogenesis inhibitor for the treatment of solid tumors. The company has developed a novel, patented cancer therapeutic, X-82, a dual VEGFR/PDGFR inhibitor. The company was formerly known as Xcovery, Inc. The company was incorporated in 2006 and is...
U4EA Networks|"U4EA Networks, Inc. is developing a RIA (Rich Internet Application) and Network Software for social networking and e-commerce, creating a social network platform called ""The MonkeyBusinessâ„¢ Network.""The MonkeyBusinessâ„¢ Network adds a missing element to typical e-commerce; it integrates the social aspect of business that exists in..."
UReserv|UReserv is a cloud-based reservation and table management system for restaurants.  It was designed to offer operators an easy, efficient and affordable way to handle all of their online reservation and guest management needs.  The platform can be accessed by any web-enabled device (PC, Mac, notebook, smartphone or tablet) and gives restaurant...
UXCam|UXCam is a tool for gathering and analyzing user experience data. UXCam - All-in-one UX optimization tool.
Grape|"Grape is a business communication solution with deep service integration to make all data from your cloud services available to your team right as you type.TechCrunch dubs Grape as ""look-up and third-party service indexing provides that rare example of a feature that, retrospectively, you wonder why isn’t already a standard offering.""
"
Ubiquigent|Ubiquigent Limited is a specialist developer and supplier of high quality reagents, kits and drug discovery assay development and compound profiling services to the life science research community worldwide.Ubiquigent's scientific and business interests have a clear focus; namely the ubiquitin, ubiquitin-like and integrated signalling...
