|company_name|description
530|Epic!|Epic! is a leading digital media brand for kids.  Reaching 5 million children in homes and in schools, Epic! encourages kids to explore their interests and learn in a fun, safe, kid-friendly environment.  Our award-winning service provides kids unlimited access to 25,000 curated, high-quality books and videos, including non-fiction titles, picture...
531|Epiphany Inc|Epiphany is a NetSuite Solution Provider and SuiteCloud Developer. We focus exclusively on NetSuite â€“ Sales, Implementation, Support, Training and Product Development. Engage with us on Twitter: @EpiphanyIncNetOur comprehensive portfolio of integrated end-to-end solutions allow companies to manage essential business processes while leveraging...
532|Episona|Episona's first product, Seed, is an epigenetic test for male infertility focused on decreasing cost and time to pregnancy for those seeking fertility care. Clinically, Seed can identify 1) hidden male factor in cases of unexplained infertility and 2) epigenetic patterns that strongly associate with poor embryogenesis. Episona is led by an...
533|Espresso Logic|Industryâ€™s first reactive programming-based database backend as a service for web and mobile applications.Espresso provides an instant RESTful server for developers to connect web and mobile applications to external databases including MySQL, Oracle Server and Microsoft SQL Server. Enterprise developers can now use the Espresso Designer to...
534|Essential Viewing|Founded in 1999 to commercialise leading edge video compression technology developed at the University of Strathclyde, Essential Viewing provides a suite of products that enable the wide area transport of real-time and on-demand video streams over any communications network, including GPRS, 3G and Satellite.
535|Etelos|Etelos provides on-demand, browser-based applications such as Etelos CRM for Google Apps and Etelos Projects for Google Apps. The Etelos Marketplace lets developers license, distribute and host their applications and provides businesses access to a wide selection of fully customizable, on-demand applications.
536|Eterniam|Eterniam lets you preserve and bequeath your digital assets (photos, videos, documents, Facebook photos). You share those precious assets privately and constantly with your beneficiaries through Eterniam's web app (live) and mobile app (coming soon
537|EternoGen|EternoGen is a medical Bio-Tech company with a focus on designing and manufacturing a novel collagen scaffold for soft tissue therapeutic applications.  EternoGen is primarily a research and development company that utilizes expertise in clinical market evaluation, material science, and biological engineering to execute its clinical development...
538|Etherios|West Monroe Partners, a full-service North American business and technology consultancy, has acquired Etherios, a consulting firm that specializes in delivering cloud-based customer relationship management (CRM) solutions built on the Salesforce platform. Etherios, a Platinum Salesforce Consulting Partner and two-time winner of the Salesforce...
539|Etive Technologies|Etive evolved out of the idea of creating an electronic Log Book of information about a home, which would benefit all occupants throughout the lifetime of the property.   Originally developed in 2005, we set up a trades company to understand what information we could capture about a home and how we could capture this information electronically for...
540|Euclises Pharmaceuticals|Euclises Pharmaceuticals, Inc is developing novel pain and cancer medications that offer superior safety margins compared to existing drugs. The company is based on new inventions from Dr. John Talley, the most accomplished medicinal chemist in the world. Dr. Talley previously invented Celebrex and seven other approved drugs. New compounds from...
541|Euphoria App|Euphoria is the only nightlife application that offers an integrated set of tools to relieve you from the guesswork when choosing nightlife venues.Euphoria is an application that targets anyone who loves the fun a nightlife experience can bring. Through our application, you will be extremely confident about the event choice you have made....
542|Eureka|Eureka is where you discover and share the best technology gadgets and tools curated just for you.
543|Evercam|Making cameras more programmable by providing a hosted API and an API store.
544|Everplans|Everplans is a service that helps anyone gather, securely store and share all of the information, documentation and wishes that your family might need if something were to ever happen to you. We provide step by step guidance, thousands of original articles and resources, and a secure vault that helps you share the right info with the right people.
545|Evident.io|Security and compliance for public clouds require a modern and agile approach. Evident.io was founded to make cloud infrastructure security easier and accessible to organizations of all sizes, in all industries. By delivering the fastest security and compliance intelligence available to DevOps, cloud engineers and IT/Risk managers in a...
546|Evolita|EVOLITA transforms complex business research processes into an intuitive, visual and interactive real time experience. EVOLITA's engine constantly harvests business and market information from reliable private and open online sourcesÂ into one unified, interconnected knowledge base and prepares it for converged research.EVOLITA is the ideal...
547|Evotec|Evotec is a drug discovery alliance and development partnership company focused on rapidly progressing innovative product approaches with leading pharmaceutical and biotechnology companies. We operate worldwide providing the highest quality stand-alone and integrated drug discovery solutions, covering all activities from target-to-clinic. The...
548|Evozym Biologics|Evozym Biologics, Inc. develops a platform technology that utilizes biology with multi-core computation, algorithms, databases, and biological engineering to transform the evolution of known gene profiles into novel proteins. It produces viable enzyme and protein candidates that perform in specific environmental conditions for industrial...
549|ExRo Technologies|ExRo is developing a curve shifting approach to generating electrical power from transitory input sources (wind / tide / run of river etc.). It has been designed for a variable prime mover (rather than fixed). VIEG technology will provide a material impact on the economic viability of a wide range of both renewable and traditional energy...
550|Exajoule|Exajoule was formerly a MEMS design shop, now a holding company in the Energy sector.
551|Examify|Examify is designed with the unique aim of preparing you to take an exam (not study) in the smartest, fastest way. There exists a disease today that affects students (and more importantly) parents, where they believe that the only way to score well in an exam is by living a life of sacrifice, pain, and suffering. We're here to bust the myths...
552|Excelera|Excelera is a platform integrator that simplifies the integration of sensor systems in all kind of devices and markets from the internet of things to automobile, and for consumer and professional applications. Its digital measuring technology turns data converters to sensor hubs for smart sensor systems with ultra-low power consumption and higher...
553|ExceleraRx|Specialty pharmacy is an increasingly important factor in the care, cost and clinical outcomes of the most vulnerable, complex and expensive patients. Restrictive payer contracting and pharmaceutical distribution practices play a major role in diverting specialty pharmacy volume to for-profit companies and fragmenting the care of those patients,...
554|Exelis|They are a leader in delivering mission-critical systems and specialized solutions in the areas of integrated electronic warfare, sensing and surveillance, air traffic management, information and cyber security and networked communications to our military, government and commercial customers in the United States and elsewhere around the globe.
555|Exercise.com|Since 2010, the WeightTraining.com team has been working hard every day to make it easier for you to reach your goals. We want to kick down the obstacles that stand in your way, so you can focus on making the most of your time in the gym. In 2015, our growth led to an opportunity for a new home, and we moved to Exercise.com, where our work...
556|Exergyn|Exergyn is developing technology to convert low-grade waste heat (<120Â°C) to power.  The technology has the potential to significantly reduce fuel bills & carbon emissions across multiple industries world-wide.
557|Exerscrip|All things related to Diabetes and Exercise.
558|Eximia|Eximia: The RFId Company, your best partner for RFId projects and solutionsFounded in 2003, Eximia is totally focused on RFId technology turn key solutionsCovering the complete value chainâ€¢ Specialized consultingâ€¢ Feasibility studyâ€¢ Supplier of Rfid hw and sw productsâ€¢ Implementation of RFId turn key solutionsDistinctive...
559|Exo Labs|Exo Labs is the first company to create cameras that directly connect microscopes to iPads and iPhones, enabling amazing collaborative experiences for science and education.Exo Labs produces the Exo Labs Camera system, accessories, and app -enabling users to seamlessly connect iOS devices to virtually any microscope, opening up the unseen world...
560|Experenti|EXPERENTI is a technological platform designed to transform your message in an unforgettable experience. The strength of EXPERENTI is the integration of the most advanced technologies (augmented reality, mobile communication, etc.) in business perspective with the aim to surprise, engage and build loyalty with customers and stakeholders.
561|Experiment Engine|Experiment Engine based in Austin, Texas was founded in early 2014 with the mission of building and delivering a conversion optimization platform powered by human expertise. The founders were selected for the the prestigious TechStars Austin program.
562|Experts 911|Experts 911 is a leading Managed IT Services Providers in the MENA region. Our goal is to enable small and medium sized businesses to focus on their business without worrying about their IT needs. We provide quality IT Support outsourcing services and affordable Managed IT solutions that previously used to be available only to large organizations...
563|ExtendCredit.com|Based in Southern California, ExtendCredit.com is a fully automated, online software service that allows small and mid-sized businesses to create and manage their own low risk, in-house payment plans.  It was developed to put the business in control of its customer financing and provides an effective, affordable, easy-to-use alternative to the high...
564|Extreme Enterprises|Extreme Enterprises, Inc. (EEI) is an American, Florida registered, privately held company, with its operations located in Saint Petersburg, Florida under the legal name Extreme Enterprises International, Inc. EEI was founded in 2007. EEI owns ZingSocial.com, The Next Generation of Social Networking including a unique 5-in-1 networking...
565|Eyelation|Eyelation provides prescription safety eyewear solutions. It offers prescription safety eyewear frames for employees as well as prescription safety eyewear programs for various businesses.Eyelation uses its innovative kiosk technology and benefit management to meet the needs of corporate safety programs saving time and money.Eyelation was...
566|EyesBot|EyesBot applies computer vision, artificial intelligence and networking to create systems that see, think and interact with each other and with people. EyesBot creates:- Robots - iOS apps, MacOS and Windows applications - Web services
567|Ezakus|The company features a groundbreaking audience targeting service allowing publishers and advertisers to easily set up social profiling offers with a cutting edge precision compared to the current standards.
568|Ezeecube|EzeeCube is a modular home media device that connects to your TV and automatically syncs photos, videos and contacts from your iOS and Android phones or tablets. EzeeCube hardware is built from ground up and is powered by XBMC, an open source media center application.
569|F-Origin|F-Origin provides innovative touchscreen, motion control, and UI technologies that enable OEMs/ODMs to rapidly develop intelligent interface solutions for mobile and fixed display devices. F-Origin's technologies enable OEMs/ODMs to significantly increase their profit margins by increasing device marketability, reducing product...
570|FINXI|FINXI is a company that optimises datacenters and companies that rely on virtual or physical storage IT infrastructure costs by providing its clients with powerful and proprietary data compression techniques that turn files into highly compressed images - FXCode.FXCode is able to compress documents by decomposing them into pieces of information...
571|FOREVERVOGUE.COM|FOREVERVOGUE.com is a curation tool that integrates the best aggregated style and fashion news feeds with special offers and discounts.
572|FX Bridge|FX Bridge Technologies is a leading global provider of innovative software solutions to companies which participate in the foreign exchange marketplace. Its flagship platform, ProTrader PlusÃ¢â€žÂ¢, offers real-time spot, CFD, and options trading in the same account, which provides the dealer, broker, and trader the most comprehensive tools suite...
573|FabTask|Fabtask marketplace helps you get things done. Laundry, cooking, yoga, and everything in between. Connect with trusted local providers and get amazing services right at your door.Live smarter by connecting you with safe and reliable help in your neighbourhood. Outsource your household errands and skilled tasks to trusted people in your community....
574|Fabule|Fabule makes unique domestic devices with a lot of personality. They are committed to creating smart products that make you feel smart. You can easily open, upgrade, tinker with or repair anything they design, and make it truly yours.
575|Facio|Facio helps individuals, groups and companies gain deep insight about the self and each other in order to create better outcomes, maximizing employee loyalty, productivity and satisfaction.Using a combination of proprietary and industry best-practice methods, Facio provides free, easy-to-use surveys and reports about people's preferences,...
576|Factabase|Factabase improves public statistics dissemination globally. It bridges the gap between public databases and the public seeking statistics by locating, repackaging and then distributing statistics. We have built and currently manage an extensive and search-able database of more than 80 countries (mostly emerging economies) from thousands of...
577|Fair Observer|Fair Observer is a US-based nonprofit media organization that aims to inform and educate global citizens of today and tomorrow. We provide context, analysis and multiple perspectives on world news, politics, economics, business and culture. Our online journal is recognized by the US Library of Congress with International Standard Serial Number...
578|Fairphone|Fairphone is a social enterprise which aims at raising awareness about conflict minerals in electronics and the wars that the sourcing of these minerals is fueling in the DR Congo.
579|FanChatter|FanChatter fuels your fans so they can promote you better than any ad ever could.Our customers are big guys (NBC Universal, Clear Channel, Gannett) and little guys (bloggers all over the world) who pay us to source and showcase the most abundant yet least leveraged marketing material on the planet...Pure, voluntary social chatter about your...
580|Fantoo|Fantoo started life as a spark in the eye of Jordan Fantaay. Like so many of us, Jordan became increasingly frustrated with the digital workplace. He faced problems all of us can sympathise with: email overload, information from a growing number of web apps, and tasks from every angle. It was eating away at his productivity - he knew there had to...
581|FarmLogs|Their mission is to help bring farmers the future of farming. They challenge what is possible and invent new ways of applying cutting-edge technology to the world's oldest and most foundational industry.Farmers are the core of agriculture and they help them use technology to be more successful. Farmer success is their success. They will...
582|Farman|Farman.it is a web portal created in 2008 by two pharmacists in Apulia. Inside arepresent daily news updates about the world of health. Farman.it parapharmaceutical also sells products for beauty and body care, health and nutrition of adults and children, with a section dedicated to the world of early childhood and phytotherapy. A team of...
583|Fazland|Fazland is an innovative web and mobile platform developed by the Italian startup Midnight Call Srl. The platform enables private clients to compare offers for home services and it helps efficient tradesmen to get in touch with potential customers in an easy and smart way. Midnight Call Srl was founded in October 2011 in Reggio Emilia (Italy)....
584|Fedora Pharmaceuticals|Fedora Pharmaceuticvals Inc. is a Canadian-based biotechnology company focussed on developing agents to overcome antibiotics resistance. Fedora was founded based on technology in-licensed from NAEJA Pharmaceuticals Inc. NAEJA's scientists discovered a new series of Beta-Lactamase inhibitors that restores beta-lactam antibiotic (suuch as...
585|Feedback-Machine|Feedback-Machine is an online platform that enables its users to submit feedback on machines. It was launched in 2012 and is based in SÃ£o Paulo, Brazil.
586|Feedzai|Feedzai is AI. Weâ€™re coding the future of commerce with todayâ€™s most advanced risk management platform powered by big data and artificial intelligence. Founded and developed by data scientists and aerospace engineers, Feedzai has one mission: make banking and commerce safe. The worldâ€™s largest banks, payment providers and retailers use Feedzaiâ€™s...
587|Fermentalg|Fermentalg is a new innovative company based in the Gironde region, which aims to become the leader in the production of micro-algae for the agrifood, healthcare and energy markets.
588|Feuerlabs|Feuerlabs Inc. develops embedded development toolsets by integrating carrier technologies to develop, deploy, and manage mobile devices. It offers Exosense device, an open source end-to-end platform that focuses on embedded and distributed application development; and Exosense server, a hosting and licensing model that provides carrier grade device...
589|FiberZone Networks|FiberZone Networks aims to automate complex fiber infrastructure while providing flexibility and control.FiberZone's Automatic Fiber Management system controls every aspect of fiber management, including installation, documentation, maintenance, testing, and disaster recovery.By offering this automated arrangement, FiberZone allows its...
590|Field Squared|A pioneer and leader in the field service management space, Field Squared is the industryâ€™s first unified Field Service Management Process Automation Platform. As a cloud-based SaaS solution, Field Squared is flexible, scalable and purpose-built to optimize the efficiency of the mobile workforce in the field. Focusing on business process...
591|Fielding Systems|Fielding Systems provides innovative, cloud-based SaaS solutions for midstream and upstream companies in the Oil and Gas industry.
592|FiftyThree|People are at their best when they create, and the mission of FiftyThree is to put the essential tools for creation within arm's reach. FiftyThree are the makers of Paper (Apple's 2012 iPad App of the Year), and the widely acclaimed Pencil, the most expressive and natural tool for getting ideas on Paper.With studios in New York and...
593|Filecubed|Filecubed is a web app for Dropbox to help users organize, share and showcase their files in a beautiful way.
594|FilmBreak|FilmBreak offers an integrated marketing and distribution platform that allows filmmakers to actively build, engage and monetize their online audience. FilmBreak differentiates itself through its marketing services, including Audience ID, an online audience building and identification service, and CrowdfundX, designed to help filmmakers and...
595|Find My Audience|Find My Audience puts algorithm-driven social discovery and social media dashboards into the hands of Creators. Founded by technology entrepreneurs who are also writers and credentialed literary academics, FMA initially serves Authors and Publishers, with planned extensions for musicians, filmmakers and artisans.
596|FindIt|FindIt is the easiest way to find emails and files across your cloud accounts using your smartphone. Search in a visual way using people, timing, and file types. Search Gmail, Google Drive, and Dropbox at the same time!
597|Fingo|Fingo is a mobile app with augmented reality that lets you try out furniture in your home before buying and then choose the best models.
598|Firebase|Firebase was acquired by Google in 2014 and has become Googles flagship mobile platform for developers building iOS, Android, and Web apps. Firebase has been bolstered by 3 acquisitions since joining Google: Fabric/Crashlytics, Divshot, and LaunchKit.Firebase is used by >1,000,000 developers and is made up of complementary features that...
599|FirmPlay|All-in-one software that helps companies easily create and share web content that showcases their workplace and culture to help attract top talent.
600|Firmex|Firmex SaaS-based virtual data room solution is designed for law firms, investment banks, private equity firms, accountancies, life sciences organizations and corporations worldwide.  Firmex technology facilitates, streamlines and accelerates the exchange of critical information within a secure online environment to improve operational efficiencies...
601|Fitcline|Fitcline is an all-inclusive app. You track your fitness abilities, diet, weight loss, and overall health. Add your friends, see each other's stats, motivate each other and become more competitive. All for free.
602|FitnessManager|"Developed iOS apps for both iPad (""FitMgr Club"") and iPhone (""FitnessMgr""), as well as a web app counterpart, that allows personal trainers and gyms to access their clients' information. The ""FitnessMgr"" software also gives trainers the ability to put their clients through workouts and communicate through the..."
603|Five Cool|Five Cool is a UK company providing a Unified Internet TV platform for broadcasters and content rights holders. Our flagship product, Streamhub (www.streamhub.co.uk, @streamhubuk) , provides real-time big data analytics for use by broadcasters, agregators and rights-holders. It also provides a resilient CMS with a diverse range of players....
604|Five Delta|Mobile usage represents almost 15% of peopleâ€™s media-consuming time, but less than 5% of US media spend is in mobile, and worldwide trends are similar. Five Delta is an expert at creating and managing Facebookâ€™s ultra high performing mobile ads for iOS and Android. Five Delta is the definitive marketing solution for mobile app developers. You build...
605|FixNix Inc.|Time to rethink the way we thought about Compliance. Fixing will give way to security satans come back as a phoenix, Nixing is the only way !
606|Fjuul|Fjuul is a software development house focusing on disruptive solutions in mobile health and wellness: Fjuul is a privately held company and has headquarters in Helsinki, Finland.Fjuul is an app like no other. Using a simple metric called Fjuul Points, it shows how intense your daily activities have been. Whether it's a trip to the...
607|Flare Code|Flare Code makes it easy to bring all of your digital content together behind a single QR Code. The content is optimized for traditional and mobile web as well as Android and iPhone apps, so it can be scanned with virtually every smartphone. Anyone who scans a code can then comment on it with text and images. We turn objects into mobile...
608|Flare3d|Flare3D allows the creation of 3D contents to the large Adobe Flash community . Workflow and User Interfaces are optimized for Flash artists and programmers. Amazingly easy learning curve for 3D beginners, incredible productivity and power for experts. Biggest gaming studios and Indies are using Flare3D for creating the next-gen social games....
609|Flatout Technologies|"The ""Internet of Things"" starts at home! It is currently one of the fastest growing and hottest technological areas and many companies would love to enter it as soon as possible. We noticed that Telcos, Utilities & Retailers need a single point of contact that can provide them with a future-proof Smart Home solution. This is where..."
610|Flavour|Flavour's recommendations are distilled from respected critics, top bloggers, industry experts and knowledgeable locals.  To this mix, Flavour adds its own intelligently sourced finds based on the most visited and most popular establishments.From award-winning restaurants and notable chefs to hidden gems and local favorites, Flavour serves...
611|Flavour|Flavour's recommendations are distilled from respected critics, top bloggers, industry experts and knowledgeable locals.  To this mix, Flavour adds its own intelligently sourced finds based on the most visited and most popular establishments.From award-winning restaurants and notable chefs to hidden gems and local favorites, Flavour serves...
612|Flimper|Flimper is a Twitter App that recognize #hashtags and let it customers to reply them automatically with intelligent personalized responses. We are solving the pain of having money and branding measurable results in money from social media, easy to see, easy to understand and easy to deliver.Our algorithm is attached to Twitter's firehose...
613|Fliptop|Fliptop's applications use data science to help companies close more sales. Their software leverages public web and internal application data in order to generate meaningful sales lift. Their cloud applications provide high return on investment and can be deployed quickly.
614|FlockOfBirds|FlockOfBirds is a software development company.Its main product is an iPhone application that helps you to follow the right people on Twitter.
615|Flotype|Flotype Inc. is a venture-backed company building a suite of enterprise technology for real-time messaging. Flotype takes a unique approach by building developer-friendly technologies focused on ease-of-use and simplicity, while still exceeding enterprise-grade performance expectations.Flotype licenses enterprise-grade middleware, Bridge, to...
616|Flowbox|Flowbox is a state-of-the-art VFX platform with the most advanced Rotoscoping features on the market. Built from the bottom up around the artist to maximize ease and output and help visual studios achieve enormous efficiency gains at a fraction of the cost.By utilizing an artist-oriented interface and ergonomic and fast tools - rotoDRAW &...
617|Flowify Limited|Flowify have developed Sofia, an intelligent personal assistant for service industries. Sofia is a cloud powered, fully customisable, workflow management solution, designed to improve the productivity of service staff across the service world; initially targeted at hospitality.Sofia takes ownership of the service journey of every guest in the...
618|Flowtown|Flowtown is a social media marketing platform that helps businesses transform email contacts into engaged customers.Our easy-to-use, powerful business tool uses openly shared information from the most popular social networks. We help over 15,000 businesses communicate with their customers in ways that drive growth and build strong, loyal...
619|Fluidinfo|Fluidinfo makes data social within organizations, creating a place for discovery and innovation. Using a publicly writable database as its foundation, Fluidinfo creates technology that changes how individuals and business share and interact with data. Fluidinfo was founded in 2009 and has its headquarters in New York.Fluidinfo are funded by...
620|Flumes|We turn raw data into knowledge. Whether itâ€™s visual reporting, animated infographics or in depth business intelligence, let us be your data scientists.
621|Flutter|Flutter is a startup company that develops gesture recognition technologies. The company received early-stage funding from Y Combinator and was acquired by Google on October 2, 2013. Its first product, Flutter app, utilizes gesture recognition technology over a built-in webcam and enables users to control iTunes, Spotify, VLC, and QuickTime using...
622|FlyData|FlyData Inc. is a SaaS data migration company headquartered in Sunnyvale, California. We enable easy management of the data load process to the cloud, allowing customers to move large data sets seamlessly, securely and continuously to existing data warehouses. Our mission is to allow our customers to focus on their core business while we handle the...
623|FlyingCodes|FlyingCodesâ„¢ aims to be at the forefront of the new Machine-to-Machine (M2M) connection standards that drive the next generation of mobile interactivity.The TV infra-red remote control was a revolutionary interactive technology 60 years ago. FlyingCodesâ„¢ can represent the next generation of M-to-M connection technology. When applied to mobile...
624|Flypay|Flypay is a food tech startup changing the way customers order and pay in hospitality environments through four service experiences:1. Pay at Table - our award winning solution that allows customers to check, split and pay for their bill, without finding a waiter.2. Bar Tabs - our reinvention of the bar tab eliminates the need to leave...
625|Flythegap|Flythegap enables brands, non-profits, and governments to work with their community, to build shared value and find innovative solutions to mutual problems.We do this by enabling organisations and communities to 1. highlight a cause they want to work on, 2. share ideas about it and 3. build the most promising ones into fully developed...
626|Fobbler|"Fobbler is a new web browser. 
It's a new approach to the way that the traditional web browser works."
627|Foneshow|Foneshow has built a telephony-based distribution platform for short-form audio (primarily news/talk/sports radio programming). The platform leverages the cellular telephone network and enables users to subscribe to, access, publish, share, and consume short-form audio programming immediately from virtually any cell phone. The system...
628|Fontacto|Fontacto is a virtual phone system for SMB's, free-lancers and entrepreneurs that helps them to sound like a much bigger company and take their business calls on any mobile, landline or skype.Provides a virtual phone number, a professionally recorded welcome message and a web dashboard (just like your e-mail inbox but for calls)....
629|Fooda|Founded in 2011 and headquartered in Chicago, Fooda is a startup built around food. Weâ€™re powered by technology and are changing the way people think about corporate lunch. Weâ€™re a tight knit group of people with a vision to bring great food from local restaurants to employees while at work. Weâ€™re well funded and growing quickly.
630|Foound|Foound is a fun and simple way to connect with friends and meet new people.  Anyone can share where they are going and find those who are going to the same destinations, allowing them to discover happenings in the area.
631|Forcura|Forcura, LLC develops software solutions for the healthcare industry. The company offers Forcura, a Web-based solution for generating, approving, and archiving post-acute orders and forms; and Forcuracore, a Software as a Service application that manages hosting application, servers, and data back-up. It also provides integration services,...
632|Foresight Biotherapeutics|Foresight Biotherapeutics is a clinical-stage drug development company pioneering novel therapies designed to address significant unmet needs in ophthalmology and otolaryngology.Foresightâ€™s platform Povidone-Iodine (PVP-I) technology represents an important breakthrough in the treatment of ocular and otic inflammation including bacterial, viral...
633|Forum Info-Tech|Forum Info-Tech is an IT Solutions company focused on providing Technology Solutions to complex problems faced by Small and Medium Businesses, Mid Market and Large Enterprises. Over the years, Forum Info-Tech has developed strong partnerships with major industry partners like Dell, Microsoft, Citrix, Cisco and Cbeyond to provide a complete...
634|ForwardMetrics|We like results. Sooner rather than later. We are the execution experts and our passion is delivering for our clients and customers. Our experienced team of industry veterans has a laser-like focus on keeping companies moving faster than the competition. Which is why we developed an enterprise-class strategic planning and performance management...
635|Fresenius Medical Care|Fresenius Medical Care is the world's largest integrated provider of products and services for individuals undergoing dialysis because of chronic kidney failure, a condition that affects more than 1.89 million individuals worldwide. Through its network of 2,716 dialysis clinics in North America, Europe, Latin America, Asia-Pacific and Africa,...
636|Fresh !|Fresh ! is a french web agency specialized in mobiles platforms (like Netvibes).
637|Frevvo|frevvo Live Forms is an easy-to-use, affordable web-based product for creating e-forms and automating form-based workflows.Live Forms is commonly used for automating HR workflows such as Leave Approval, Expense Reports, and Performance Reviews in all verticals.Live Forms can be used to solve business problems in verticals such as Healthcare...
638|Friendsignia|Friendsignia pulls data from social networks like Facebook and Twitter to filter out strangers' cat photos and what your intern had for lunch in order to display the connections and information that matter most. We provide the users with a toolset to help strengthen their current relationships and or give them steps to establish new ones....
639|Front App|Front redefines work communication with the first shared inbox for teams. By unifying your email, customer communication channels, and apps in one platform, Front helps teams collaborate efficiently and have more context and visibility into every conversation, to work faster and better together. Today, more than 2,500 businesses rely on Front to...
640|Frontier pte|Frontier e-HR was founded by a combination of people with HR Information System and IT Technology background. Our observation of the evolution in the HR and IT industries inspires us to dedicate our business as the catalyst to organizations and HR practitioners to embark on strategic HR initiatives The company is managed by people who have the...
641|Froont|FROONT is a web-based design tool that runs in the browser and makes responsive web design accessible to all kinds of visual designers, even those without any coding skills, i.e. it makes responsive web design completely visual. Design can be done in-browser with intuitive drag-and-drop tools. After all, humans judge design with their eyes,...
642|FundRazr|People need to raise money for all sorts of reasons: personal, charitable, entrepreneurial. Crowdfunding has emerged as a mechanism to make that easier than ever before. FundRazr is already a world leader in crowdfunding (top 10 site according to Forbes and others). We recently launched a new strategy to deliver crowdfunding to everyone, everywhere...
643|Fusion Sheep|We want to build best possible remote control. Which will know you and your social network. It will know what you really are, and suits your mood. It knows what you're watching and offers you more than just TV.
644|FutureAdvisor|FutureAdvisor was founded in 2010 on the premise that investing for your future does not have to be difficult or expensive. Members of the founding finance team have been actively investing and worked in finance for years, and so have always been the ones friends asked for advice. They eventually realized that most of their friends were asking the...
645|G2B Pharma|G2B Pharmaâ€™s research is focused on the development of a needle -free alternative for epinephrine using the nasal delivery route. G2B is partnering in this effort with Shin Nippon Biological Laboratories of Japan, a leading developer of nasal spray devices and delivery systems. Millions of people are at risk for anaphylaxis, a severe and...
646|GANTEC|Gantec was founded in 2005 with a goal of providing innovative, sustainable solutions for the agriculture market. The original insight for the technology came during a trip to Senegal in West Africa. The founders observed a Neem tree there, which grows green and healthy year-round in the desert. The question was asked of whether the properties of...
647|GAP Miners|Gap Miners Pvt. Ltd is an online service provider that identifies gaps in the online market and provides technology-based, user friendly solutions. Currently Gap Miners provides three offerings:UPto75.com - An online deal aggregator site - http://www.upto75.comNoMoreQueue.com - An online movie and bus ticketing site -...
648|GIVVER|GIVVER, INC. provides a solution that enables users to tweet a donation to their organizations. The company was incorporated in 2012 and is based in St. Louis, Missouri.
649|GLADvertising.com|GLADvertising is a leading Search Engine Marketing and Web Design & Development company located in Chicago, IL. The primary focus is providing fully transparent and cost effective internet marketing solutions for small and medium size businesses. Gladvertising's online marketing services include:* Website Design & Development*...
650|GLOG|GLOG Home provides homes you can build by yourself even if you have no building skills. This is the solution for housing crisis.They integrate alternative energy solutions to keep utility bills down.
651|GameChanger Media|GameChanger is a mobile app and website providing scorekeeping, stats, live gamestream plays, and recap stories for amateur sports teams.GameChanger software is changing the way amateur sports teams collect, manage and share real-time information.Their mobile app and website provide scorekeeping, stats, live GameStream plays and recap stories...
652|Ganos|Ganos, LLC is headquartered in Pittsburgh, PA with its corporate home in Delaware. Ganos was founded 9/10/2010 and functions in a variety of industries applying a variety of fields to its business and partnerships. 	Ganos, LLC owns and manages a growing portfolio of internet brands including Gudagi.com, ReadyLetter.com, LostAstronaut.com...
653|Gatheredtable|Gatheredtable, LLC operates in the technology industry. The company was incorporated in 2013 and is based in Seattle, Washington.
654|Ge.tt|"With the motto ""click, share, move on"" we are ready to change the way we think of sharing files online.Sharing files today is based on an old web paradigm where you first have to store a file on a server before someone else can download it. Ge.tt changes this. With ge.tt, users can share and publish files in an instant. No matter how..."
655|Geckoboard|Live TV dashboards from Geckoboard are used by the fastest growing online businesses to focus teams on improving key metrics. Headquartered in London, Geckoboard has over 3,600 customers including Airbnb, Marketo, Slack and Skyscanner and pre-built integrations with 60+ tools including Google Analytics, Salesforce, Zendesk, Mixpanel, Github,...
656|GeniusMatcher|Genius Matcher LTD. is an Israeli startup founded in 2013. The company owe 3 patents pending on a solution for indoor navigation, combining computer vision with 3D technology to create one platform for mapping, positioning and navigating in any indoor location.The platform is fully dynamic, managed in the cloud and displayed on all mobile...
657|Genocea Biosciences|Genocea is developing a new class of human vaccines based on a revolutionary platform for the rapid discovery of antigens that induce T cell immunity. The platform, which dramatically reduces the time to discover vaccine candidates, uniquely employs a proprietary, high-throughput approach that mimics the natural immune response in the laboratory to...
658|Geoloqi|The Geoloqi platform offers a complete, cross-platform, language, device and carrier agnostic platform for enterprise applications and IP-connected devices. A contextually aware solution, it enables persistent background location tracking, intelligent battery management, and transitions smoothly between location sources such as carrier signals, GPS...
659|George Mobile|George is free talk, text, and video-chat where users can level up, or pay for services like a real local phone number, SMS, and calls to any phone in over 40 countries.Users can stop wasting time flipping between apps to stay connected on Facebook, Twitter, SMS, phone calls and voicemails.  George integrates free talk, text &...
660|Geosho|Geosho was founded in 2010 and launched in 2011, with the goal to change how small and medium enterprises in the EU interact with and exploit location based data and smartphones . Based in Wales, Geosho employs 4 staff across the UK.Geosho is a web-based mapping and location data services platform. Geosho have developed a range of market specific...
661|Geosophic|Geosophic is a location-based mobile gaming platform. Geosophic is your 'neighbourhood arcade' of the mobile age. Our location based leaderboards allow gamers to show off that they're the best in their cities, countries as well as the whole world.They also include customized game recommendations (performance advertising)...
662|Gera-IT|Gera-IT is a full-circle software engineering and development company providing a wide range of offshore IT outsourcing services. Our main specialization is RoR. Also  have Java and PHP departments.  Our team consists from outstanding individuals who are open to all innovations and new approaches in IT industry, have great experience in different...
