Pingboard|Pingboard is a real-time, collaborative org chart that makes it easy to organize teams, plan for growth, and keep everyone informed. With Pingboard, your org chart is always within reach and up-to-date, replacing static org charts made with tools like Visio or PowerPoint.Its mission is to revolutionize workforce planning. As companies scale, it...
Filament|Filament’s distributed blockchain capabilities leverage open protocols so that devices are able to independently process and record transactions, ensuring digital trust. Its new trusted application software and Blocklet Chip, currently in beta, are designed to communicate and interact with multiple blockchain technologies natively. The software,...
Pinpoint Software|Pinpoint Software develops software solutions for the retail industry that help drive operational efficiency and execution for grocers, retailers, and healthcare.Its Date Check Pro is expiration date management software that lets you know when and where products are expiring in store. This helps grocers reduce shrink from expired products, reduce...
Pitchengine|PitchEngine is a social platform that enables businesses and organizations to get the word out using social and search optimization. Founded in 2008, PitchEngine serves more than 27,000 brands worldwide including many Fortune 500 companies.
Pivotstream|Pivotstream is the Global Leader in PowerPivot-based Business Intelligence DeploymentsBetter Results. Dramatically Reduced Costs and Lead Times.This philosophy is much more than a theory. Our methodology is proven, both by us and our clients, on a daily basis. Reduced costs paired with increased agility and richer results is not a paradox...
Pix4D|Pix4D offers a software package that converts standard pictures into professional geo-referenced images and 3D models.Their team knows what it’s like to fly drones every day and feel amazed by maps made from images. They want to share that with you by providing the best possible tools for more exciting and efficient work.Since their...
Pixability|Pixability helps marketers maximize the impact of their video advertising across YouTube, Facebook, Instagram, and Connected TV. Our platform empowers agency and brand marketers to activate video at every stage of the consumer journey, drive campaign performance, and achieve business objectives. We provide deep audience insights, precise contextual...
Pixalate|Pixalate, Inc. is a leading global intelligence platform and real time fraud protection provider. Pixalate is a Media Rating Council certified vendor for display ad viewability. For more information, visit www.pixalate.com.
Pixel Press|Pixel Press is a technology company focused on building engaging gaming experiences for both sides of the brain: the analytical left side and the creative right side. Our products are fun for all ages, and flexible enough for many applications.  In August 2018 Pixel Press released Bloxels EDU, its first product experience built entirely for...
PixelFlow|PixelFlow is a cloud review and delivery platform that strengthens customer relationships, promotes teamwork and increases production value. The ideas behind the PixelFlow process originated from user groups, industry experts and users just like you. The platform delivers simple, yet highly effective features for entrepreneurs, studios, post...
Plaid|Plaid is the technology platform providing the tools and access needed for the development of a fully modern, and digitally-enabled financial system.  Plaid makes it easier and safer for developers — from the smallest startups to the largest financial institutions — to build innovative financial services and applications.  Plaid offers beautiful...
Plaid inc|Plaid the service provider does not have to analyze it using the service, such as data analysis, review the improvement plan, the only step on a separate step to reflect site. It is because the output for analysis and improvement of these services are divided. Therefore, you would have meant turning the PDCA high cost of resources and...
Plair|PLAiR, a Santa Clara, CA-based consumer electronics company. PLAiR aims to enable anyone to watch anything, anywhere, anytime. It has been operating in stealth mode since early 2011.
Planetary Resources|Planetary Resources is bringing the natural resources of space within humanity’s economic sphere of influence, propelling us into the 21st century and beyond…today.Asteroids will play a key role in the development of a space economy and be the main driver in allowing humanity to become a flourishing multi-planetary species. Water from asteroids...
Plantiga|Plantiga provides Human Movement Intelligence - deep insights into health based on the way we move.   Our platform is built to optimize performance, reduce injury, quantify rehab and flag fatigue by detecting changes in functional movement patterns that the eye cannot see.  Our cloud-based, machine learning algorithms analyze data acquired by...
Plask|Plask is a Korean startup developing mobile apps, like Believe My Brother, Girlfriend, and Alfredo.
PlayFab, Inc.|"PlayFab is a cloud-based provider of tools and services for building and managing online games. <a href=""http://www.officesetupc.com"">office.com/setup</a>PlayFab offers services like profile management, multiplayer servers, and matchmaking, in-game commerce and marketplaces, deep analytics, server..."
PlayerDuel|"PlayerDuel is a platform that can turn single-player mobile games into ""play with friends"" games.We love to play games together with our friends. The problem is that 99% of the mobile games are built as single players. We know that it's expensive & technically challenging to build a social game.So we decided to solve this..."
Plays.IO|Plays.IO is aiming to solve one of the biggest problems of musicians, filmmakers, other audio/video content creators and providers. This problem is online content fragmentation. Plays.IO can track how many times your media content has been played online, no matter how many versions exist on different media sharing platforms – uploaded by you...
Playspace|"Playspace creates traditional games and social casino for mobile, with a modern and fun touch. PlaySpace is a multiplayer social gaming company for Spain and Latin America.
"
Reemo Health|Reemo Health is a remote mobile health platform that connects live personal health data with support networks to improve health and wellness outcomes.Using Reemo Smartwatch strengthens the connection between wearers and support networks, while helping improve experiences and health outcomes.From remote monitoring to key risk indicators and...
Plegma Labs|Plegma Labs was established by a team of seasoned professionals participating in the evolutionary transition towards the Internet of Everything.Our ever-evolving system overcomes fragmentation issues and reduces the complexity in acquiring, storing and managing all this newly available data produced by sensors, smart devices, other systems and...
PlexPress|PlexPress provides a high-content gene expression analysis platform to support the next wave of gene function analysis. With TRAC 2 to 150 genes can be easily monitored in 10 to 1000s of samples.  The Key to this is a novel multiplexing method to generate reliable data fast and at low cost.
Plink Search|Plink is an online search engine that provides its users with technology tips.The blog enables its users to search for tips and guides on how to operate and utilize Google-related products.Plink was founded in 2009 by Mark Cummins and is based in London. It was acquired by Google in 2010.
PlotWatt|PlotWatt helps small-and medium-sized business owners manage their energy so they have energy to manage their businesses. Based in Durham, N.C., PlotWatt serves customers in the United States, Canada and New Zealand. PlotWatt’s machine-learning algorithms analyze energy usage data, which it converts into actionable insights that customers follow to...
Plura Processing|Plura Processing combines Internet technology and grid computing to create a new, secure source of compute power for solving large computational and distributed bandwidth problems.  As of December 2008, Plura has approximately 50,000 nodes in its grid.  Due to patent-pending technology, the company can offer this compute power at a price that...
PlusBlue Solutions|PlusBlue Solutions, founded in Cincinnati, Ohio, offers short term rentals of the best battery packs on the market, in busy venues where you spend time & money. Don't let a dead battery ever get in your way again. Stay mobile, stay connected with PlusBlue!
PlusN (+n )|+n (PlusN, LLC) is a leader in developing smart software solutions enabling mobile communications providers to efficiently capture additional capacity from their existing networks and spectrum resources. +n partners with the leading technology vendors and original equipment vendors to deliver their patent pending software solutions to mobile...
Pluto TV|Pluto TV is an online video platform that offers a new way to experience the most entertaining and engaging content on the web. Viewers can experience continuous programming around areas of passion for free, and available 24/7. With nearly 100 channels organized into popular common interest categories like Music, Sports, News, Entertainment,...
Podimetrics|Podimetrics develops an early warning system to predict and prevent diabetic foot ulcers. The company offers Podimetrics Mat, a wireless in-home monitoring technology that collects foot temperature scans. It also provides online tools for clinical decision support and population management.The company was founded in 2011 and is based in...
Podo Labs|"We created:Podo - The World's First Stick & Shoot Camera
Jack - Make Any Headphones Wireless
Belle - A Portable Speaker Without CompromiseOur vision is to become the most prolific and authentic source of innovative products for everyday happiness.Our mission is to push the limits of technology and design with passion, detailed care,..."
pogoapp|Pogoapp is a self-hosting application platform designed to fit the needs of professional and amateur developers. It was launched in May 2011 and is based in Wilmington, Delaware, United States.
Point|Point was founded by a group of students at California Polytechnic University- San Luis Obispo. Scheduled to be released in early July, Point aims to capture not just what your friends are doing today but where!
Poke'n Call|Social Contact Manager Social Networking + Contact Center + SoHo + Telephony Ip + VoIP services A new concept of integrating social networks, websites, mobile VoIP, Contact Centers and users gives rise to Poke'n Call.Poke'n Call has 3 different services to suit every need:- Poke'n Call.me, the residential service for...
Poliana|Poliana is a web application that simpliﬁes the legislative system by analyzing and visualizing money’s inﬂuence in politics. Abraham Lincoln once discussed a “government of the people, by the people, for the people” in his famous Gettysburg Address. Since then, things have changed in how their government represents its constituents.
PolicyStat|PolicyStat provides industry-leading policy management software for hospitals, labs, outpatient clinics and integrated health networks. The web-based application helps increase productivity, enhance quality of care and ensure compliance. Features include robust searching, automatic approval routing, email notifications, editing/collaboration,...
Poll Everywhere|Poll Everywhere is the world's largest real time web, SMS, and Twitter polling service that lets users submit votes or comments to a PowerPoint or Keynote slide. It is a modern alternative for expensive hardware audience response clickers.The first code commits were in 2007, then in 2008 Poll Everywhere was accepted into Y Combinator....
PolySpot|"PolySpot designs and sells search and information access solutions designed to improve business efficiency in an environment where data volumes are increasing at an exponential rate.
PolySpot's solutions offer universal connectivity, covering all business needs and ensuring that companies can access the data they need, regardless of their..."
Pontaba|Pontaba is building Starlogic, the next generation 2D and 2.5D HTML5 cloud-based Games engine that will cut development time in half or more, deployed once, across multiple mobile and open web platforms. Starlogic includes an advanced realtime networking system that abstracts away the complex details of multiplayer / networked game...
Porch|Seattle based Porch.com is a home services platform that helps homeowners maintain their home and get projects done by connecting them with quality home improvement professionals.  Porch is available nationwide online, through the Porch App and serves as the exclusive in-store resource in over 1,720 Lowe's stores across the U.S. For more...
Portal Solutions|Portal Solutions LLC engages in designing, developing, implementing, and customizing SharePoint platform solutions. It offers advisory and technical services, including SharePoint intranet, extranet, and Website solutions; and implementation and cloud services. The company serves professional services firms, including law firms, government...
Portfolium|Portfolium partners with colleges & universities to help students connect learning with opportunity. The ePortfolio network helps connect 3.75M+ students from over 190 partner institutions with 50,000+ employers based on their proven skills and competencies. Portfolium's cloud-based platform empowers students with lifelong opportunities to...
AirPortr|AirPortr is a London-based technology company that works closely with the airline industry to develop and deliver innovative services that help passengers and their luggage travel to and through airports more freely. Our vision is to make global air travel simpler and easier.In 2016, we launched our Bag Check-In service with British Airways. Our...
Posse|Posse is the world’s first social search engine. Members build their own themed streets and fill them with favorite real world stores. They can then use Posse's search engine to find the favorite places of their friends and friends of friends. We rank results based on how closely a user is connected to the person who made the recommendation...
PostBeyond|We believe in challenging enterprises to adapt to the changing world of work.We do this by building innovative communication paths within the organization, and instilling a sense of belonging in the workforce. Some of our strong early partnerships include Molson Coors, Starbucks, and BMO.We provide customers with enterprise communications...
PostRocket|PostRocket helps Facebook Page owners improve their performance on getting into their fans’ Newsfeeds - without any previous Edgerank knowledge required. Page owners follow daily recommendations tailored from our analysis of their own Insights data to achieve the best performance by optimizing for type, frequency, content and timing of the posts....
Postcard on the Run|Postcard on the Run is an easy to use mobile application that allows users to take a photograph from their mobile phone, personalize it with a message and their own signature, and send it as a physical postcard anywhere in the world. With POTR, users can instantly create high-quality custom postcards for friends and family using enhanced...
Postcron|Postcron is an easy way to schedule posts on Social Media accounts.It works this way:1. The user selects the Facebook, Twitter, LinkedIn, Instagram, Pinterest and/or GooglePlus accounts to use.2. He writes the message, including photos or links.3. He specifies date and time for each post.4. Postcron publishes the post on the...
Posterbee|Posterbee organizes news, articles, slides and other ambient information for teams. It enables easy link and content sharing, getting feedback from team members as comments or Facebook-style likes and calculating relevancy of each content item.  Posterbee is available as a free service, with â‚¬5 and â‚¬25 paid packages for business users that...
Posto|Posto is an iPhone app that lets users keep track of and share with their favorite restaurants, hotels and nightlife venues around the world with their friends. Posto only shows you recommendations from friends and friend of friends, so all recommendations are relevant and reliable. 
PowWow Mobile|PowWow Mobile is redefining the mobile enterprise.Their rapid mobile app solution, SmartUX, enables organizations to simplify and extend business apps to mobile by modernizing and streamlining existing processes to deliver new and intelligent “enterprise to edge” experiences. Built on best of breed open technology, SmartUX provides a low-code, drag...
PowerStores|Webware.io is a complete tool kit designed to help small businesses easily navigate the digital world. Webware’s technology platform provides everything small businesses need to manage and grow a successful online presence, from designing and building websites and online stores, to SEO Marketing services and creating loyalty programs. With services...
Powtoon|Headquartered in London, Powtoon is a fast-paced cloud company and creative platform that breathes new life into the video and animated presentation space. Powtoon makes it possible for everyone to create awesome, attention grabbing videos and presentations. Fortune 500 companies, Ivy League universities, SMBs and over 18 million global users...
PrecisionHawk|PrecisionHawk is an information delivery company that combines unmanned aerial systems, remote sensing technologies and advanced data analytics to improve business operations and day-to-day decision making. PrecisionHawk brings value to an emerging market by offering an end-to-end solution for aerial data gathering, processing and analysis to...
company_name|description
Loci Controls|Loci Controls is the leader in automated landfill gas collection. We utilize a unique and patent pending combination of wellhead-mounted hardware and cloud-based analytics and monitoring to optimize gas collection, reduce fugitive emissions, and maximize profitability for customers nationwide.Founded in 2013 by MIT engineers, and led by a CEO...
company_name|description
Pacific Light Technologies|Pacific Light Technologies is a materials company producing engineered nanomaterials for high-efficiency solid-state lighting. PLT is an early-stage start-up with laboratories located in the Portland metropolitan area, whose core competency is nanomaterial production and integration for consumer products.
Page2Images|What does it do?Page2images website screenshot (PWS) provide the fast, stable API to allow you convert one url to image automatically. Free tools for editors can help them to create website screenshot easily.Why do we need it?Taking a single screenshot is easy, however if you have more than 10 pages need to convert to screenshot, it will...
Pager|"Pager is a leading digital-health technology and solutions company that engages patients with a single point of entry to access the healthcare system in a simple, fast and convenient consumer experience.  Pager acts like a ""doctor in your pocket"" by consulting with a live clinician to address all of your health issues and insurance..."
PagerDuty|PagerDuty is an operations performance platform delivering visibility and actionable intelligence across the entire incident lifecycle. Their SaaS-based solution empowers over 10,000 small, mid-size and enterprise global customers such as Comcast, eHarmony, Slack and Lululemon with the insight to intelligently respond to critical disruptions for...
Palringo|Palringo is a community messaging and gaming app for iOS and Android. The platform allows users to send instant messages, play games and to form large groups based on common interests. Launched in 2006, Palringo has more than 40 million installed users worldwide and offers a range of games along with more than 350,000 user created groups, some of...
Pangea Money Transfer|Pangea is a software company enabling consumers a way to send money to anyone from anywhere at any time using the web, mobile and retail.
Panjiva|BusinessPanjiva hosts a database of information on over 700,000 suppliers, including recent shipments, customer lists, credit reports, certification details, and denied parties lists. It claims to be the first and only online information source designed to provide complete transparency into overseas suppliers. According Jeff Silberman, chair of...
Panorama9|Panorama9 is an IT management platform that shows you everything you need to know about your assets, IT availability, security vulnerabilities, and non-compliant systems all from a single Dashboard that is amazingly easy to monitor and interpret. Panorama9 Dashboard is a true cloud solution based on EC2.
Pantheon|Pantheon is the website operations platform for Drupal and WordPress, running more than 200,000 sites in the cloud and serving over 10 billion pageviews a month. Pantheon delivers the fastest, most secure platform for developing, testing, and launching websites. Pantheon's collaboration tools enable web teams to iterate on their websites daily...
Pantry|Pantry provides instant access to fresh food through a network of swipe, grab and go kiosks. We provide a simple way for people to eat well in the workplace and on the go, allowing them to be more healthy, happy and productive. Our local food partners curate a seasonal menu of fresh meals, snacks and beverages to satisfy any appetite around the...
Papriika|The world's most exclusive international lifestyle société specializing in lifestyle services. We inspire our members to discover a life of limitless possibilities. Everything from a last minute weekend getaway to Monaco to front row seats at New York Fashion Week to unique members-only pricing on that beloved Malibu estate. Through Papriika...
ParaShoot|ParaShoot combines wireless imaging expertise with specialization in high performance consumer electronics products.  Its proprietary, patented hardware and software recording solution, the ParaShoot HD camera, provides users with an all-in-one, wearable, multi-use wireless video and recording camera with various clips, mounts and accessories.
Paracosm|Paracosm develops mobile reality capture, progress monitoring, and visualization solutions to help construction teams build better, faster. With quick and easy scanning, job sites can be captured daily or weekly to gain powerful insights into projects and prevent rework.Paracosm is a 3D mapping software company located in Gainesville, FL. Their...
Paradine|"Winner of Concur Devcon ""Perfect Trip Fund"" Awards, October 2014 - https://developer.concur.com/devconParadine is building the first peer-to-peer recommendation platform for business travelers that unlocks expense report data to make personalized recommendations. Paradine also provides a real-time list of your..."
Parallax Enterprises|Invented by Dr. Jeffrey Woolford, the Consolidated Health and Resource Management System (CHaRM™), is a truly innovative solution to the problem of preventable medical errors. It is designed to increase communication in the operating room, facilitate best practices from the aviation world, and decrease preventable patient morbidity and mortality....
Parantez|Parantez is a loyalty system and platform that provides multi dimensional cash back campaigns with software to be used on the admin side, mobile and web. in addition to user management and marketing solutions and consultancy.The mission of Parantez is to serve its customers with a tool that can be integrated with other systems and improve the...
Parastructure|Parastructure builds beautiful data analysis software powered by cutting-edge open source infrastructure. The company was started in 2012 by a team of computer scientists from Stanford University and is based in San Francisco, California. Parastructure is funded by Accel Partners and backed by several notable angel investors.
Partnerbyte|Partnerbyte was founded in 2006.  It was established to perform interactive based transactions more strongly and more profitably on behalf of people, institutions and establishments through the use of software technology.
PasswordBox|Award-winning PasswordBox® is the only identity manager that logs you in instantly to your favorite websites and apps without having to type in, or even memorize, your passwords. Collaborate with secure password sharing, for personal and business purposes. Create encrypted notes while keeping track of credit cards, passports and other sensitive...
Passworks|Passworks offers an integrated solution for brands to create, manage and distribute pass-marketing campaigns through the mobile wallets of all major platforms including Passbook, Google Wallet and Windows Phone Wallet.
Pathflow|Pathflow is real life Analytics. Through a camera based system we study how customers move and behave inside a location, we match this analysis with marketing and sales data and we generate dashboards with objective data and analysis.We are focusing on the retail market to provide businesses with a tool that will allow them to really know...
Pathways Platform|Pathways technology-enabled services company helping organizations source, hire, develop and increase productivity in highly-skilled talent arenas.
Paxfire|Paxfire is generates ad revenue for Network Operators from Address Bar Search and DNS Error traffic.Paxfire's solutions require no desktop software and add no measurable latency. They're easy to install and fully customizable so Network Operators can track performance against business objectives and adjust as needed.
PayTango|PayTango provides biometric identification for payments and access control applications.The PayTango terminal transmits fingerprints as card data that existing systems already understand. Registration takes mere seconds — place two fingers on the fingerprint reader, swipe your card, and enter a phone number. To pull up your account and complete...
Payment plugin|Payment plugin (PayPlug.in) is a professional tool for Webmasters that helps to integrate quickly dozens of payment gateways via one API. Moreover partnership program allows Webmaster to earn additional up to $120 from a customer (merchant). PayPlug.in is one gateway to all payments’ gateways.From merchant’s point of view PayPlug.in is a very...
Pebbles Interfaces|Pebbles Interfaces technology provides an entirely new meaning to simple and natural human gestures, by unifying the interfaces on any device or platform, be it a smartphone, PC, smart TV, or even a coffee table surface — from any distance.They develop advanced motion sensors that display physical objects within the digital space, at any range...
PeekYou|"PeekYou places the individual at the center of the Internet. For every public weblink, PeekYou tries to answer the question, ""Who made it?"" or, where applicable, ""Whom is it about?"" So far, we've answered those questions for a billion links and counting. Our patented technology analyzes content from over sixty social sites,..."
Peekintoo|Peekintoo is an anonymous social network which allows you to exchange videos through your mobile device. Peekintoo is offering an exciting new way of experiencing and virtually witnessing anything that is happening around the world, captured in real-time and upon request. Now, you are able to request, receive and upload real-time Peeks (12...
PeerReach|Peerreach is an Amsterdam-based social media startup that provides an influence metric that measures your influence within different areas of expertise. The Peerreach algorithm is similar to the pagerank algorithm that Google uses to identify influential websites.
Pegg'd|Pegg’d is a social event calendar application that enables users to connect with their friends from anywhere. It allows users to find events happening in their city, check on events that their friends have planned to attend, and buy tickets for those events. Pegg'd also integrates with social media platforms such as Facebook and Twitter and is...
Peloton|Peloton is revolutionizing the fitness industry by merging high-design with modern technology to provide access to live and on-demand fitness group classes led by elite NYC instructors. With instant access to classes, performance tracking metrics and a motivating real-time leaderboard, Peloton is changing the way people get fit through a...
Penumbra|Penumbra, Inc. develops clinically beneficial products that help patients suffering from stroke and other neurovascular diseases. It offers Penumbra System, an ischemic stroke device platform; Penumbra Coil 400 that allows rapid packing of aneurysms; 5MAX ACE, a clot extraction device for engaging and removing blood clots causing an acute ischemic...
People Operating Technology|Founded in 2009, People Operating Technology (www.peopleoperatingtechnology.com) is one of the first larger scale publishers devoted exclusively to mobile applications. People Operating Technology draws on a global pool of developer talent to create, develop, polish and promote mobile applications in gaming, education social networking, utilities...
PerSer Corp|PerSer is a new a social networking utility that embodies every other social media on the planet, all in one. With this new technology, the collective human population of the planet will be able to meet new friends and literally find ANYTHING (minus what PerSer admins block) their hearts desire, all at the tap of a few buttons. This is one of at...
Perfect Price|Perfect Price makes pricing effortless. The only cloud-based AI platform built for pricing and revenue management, Perfect Price uses powerful artificial intelligence to analyze inventory, historical sales data, competitor pricing, consumer demand, and other externalities in order to adjust prices in real-time. Designed for enterprises in dynamic...
IMAT Solutions|IMAT Solutions produces search appliances that can quickly index and search a wide variety of data, unstructured and structured, using proprietary algorithms that can speed up the results at least ten-fold, making it possible to reduce the amount of server hardware needed for searching.
Perfectus Biomed|They are a microbiological services provider that provide our clients with a research based approach to microbiological testing, whilst recognising the client’s need for a rapid turnaround and a personalised service. We specialise in bespoke assays with a primary focus on biofilm testing.They appreciate that not all products are appropriate for...
Perlara, PBC|Perlara, PBC is the first Public Benefit Corporation accelerating precision drug discovery for 5,000+ rare genetic diseases. PLab uses a platform of CRISPR-engineered animal models (yeast, nematodes, fruit flies and zebrafish) in whole-organism phenotypic screens to generate disease-reversing orphan drug candidates much faster and cheaper than...
Personal Genome Diagnostics (PGD)|Our founders are international leaders in cancer genetics. They were the first to sequence and analyze whole human cancer exomes and subsequently identified many alterations responsible for the development of cancer. They have described the principles underlying the genetic basis of human cancer and have developed novel technologies for...
Personify|Founded by mobile software engineers and designers, we are passionate about using technology to create a better world and foster harmony between peoples of the world. We believe in creating products that are meaningful to this mission. The Personify app makes it easy for you to find out where you can give a hand, and real actions you can take...
PetHub|Modern Pet Identification tags for municipalities and pharma for pet licenses and rabies tags. As of Q1 2018, PetHub has entered 128 communities and growing as the new, modern data-rich digital pet ID tag.The physical ID tags and software services get 98% of animals through the service home without entering a shelter's doors. 96% of those...
Petnet|Petnet is a connected pet device company that offers a pet analytics platform to find solutions for fundamental problems of petcare.The company offers SmartFeeder, a hardware device that programs itself around its users’ lives and the wellness of their pets. It gets adjusted to its users’ schedules and keep them informed about their pets’...
Phage Technologies S.A|Phage Technologies SA was founded in 2009 from three Engineers interested in Biotechnology, University Andrés Bello by applying scientific research and development as a tool for generating solutions to industrial level and thus create value in products national origin, towards domestic consumption and export. This has prompted the creation of a...
Phi Optics|Phi Optics Inc. develops optical imaging systems for life sciences, medical diagnostics, nanotechnology, and semiconductor testing applications. It offers Quantitative Phase Imaging, a label-free, non-contact, and non-invasive imaging method for measuring nanoscale structures and dynamics via interferometry. The company was founded in 2009 and is...
PhotoMania|PhotoMania offers an image-processing, photo enhancement service that enables users to change photos into visual arts. The service is available for access on both mobile and PC platforms.PhotoMania was launched by May Erel Cohen, Ofir Yosef, Adir Kol, and Bar Ziony in February 2011 and is based in Ramat Gan.
Photocollect|Photocollect is the new simple way of collecting photos and videos from all the participants of an event e.g. a trip, wedding, or a party. You invite friends using Facebook or e-mail and you can easily manage who sees which album when you invite the people who participated and the people you feel comfortable sharing your pictures with.The...
Photofy|Photofy is a mobile app developer focused on the consumer and enterprise content marketing space.  Users are able to enhance and edit their photos using professionally designed and licensed content, including typography designs, frames and stickers.  The app is available for both iOS and Android devices.
Phynd Technologies, Inc|Since 2013, Phynd has been on a mission to simplify provider data management for healthcare systems as they transition to value-based care. Today, 140 hospitals managing 500,000 providers across the US use Phynd’s Enterprise Provider Data Management (EPDM) solution to maintain a single source of truth for one of the most important assets in the...
PiCloud|PiCloud is a leading provider of batch processing, high performance computing and scientific computing solutions. PiCloud has attracted thousands of developers worldwide with its elastic, easy to use, and lock-in free cloud computing platform. With PiCloud, users can instantly leverage the compute power of Amazon Web Services without having to...
PickPark|PickPark offers businesses a chance to get their voice heard.  As an entrepreneur or company executive, rarely do you get a chance to network and establish business relationships with contacts over other social networking websites.  PickPark offers free or opt-in paid advertising, best offer selection and promotional profiles for your websites and...
PicketReport.com|PicketReport.com is a neighborhood research tool that helps people who are moving or relocation find out information before even getting to the area. PicketReport.com provides information on lifestyles, schools, what's nearby and crime/safety.
Pie|Pie is the fastest, easiest, and most fun messaging app you’ll ever use for work. And best of all, if you love Pie on your mobile device, you'll love our Web app over at pie.co. They'd love to help you get started, send an email to team@pie.co with your questions.
Pigmata Media|Pigmata Media is a micro interface design agency and web applications software house founded in 2007.Pigmata Media is focused on creating rich internet web applications. In 2008, Pigmata spun off MarketingVA, to cater the unique needs of individual entrepreneurs and small businesses.Services include User Interface (UI) / Experience...
PingThings|PingThings brings real-time big-data technology and an innovative solution to machine-learning for physical sys- tems together to transform the management of the state of electric utility grid and high-value industrial assets such as GSU transformers and step-down transformers. PingThings' PredictiveGrid™ technology is designed from the ground...
Pingboard|Pingboard is a real-time, collaborative org chart that makes it easy to organize teams, plan for growth, and keep everyone informed. With Pingboard, your org chart is always within reach and up-to-date, replacing static org charts made with tools like Visio or PowerPoint.Its mission is to revolutionize workforce planning. As companies scale, it...
Filament|Filament’s distributed blockchain capabilities leverage open protocols so that devices are able to independently process and record transactions, ensuring digital trust. Its new trusted application software and Blocklet Chip, currently in beta, are designed to communicate and interact with multiple blockchain technologies natively. The software,...
Pinpoint Software|Pinpoint Software develops software solutions for the retail industry that help drive operational efficiency and execution for grocers, retailers, and healthcare.Its Date Check Pro is expiration date management software that lets you know when and where products are expiring in store. This helps grocers reduce shrink from expired products, reduce...
Pitchengine|PitchEngine is a social platform that enables businesses and organizations to get the word out using social and search optimization. Founded in 2008, PitchEngine serves more than 27,000 brands worldwide including many Fortune 500 companies.
Pivotstream|Pivotstream is the Global Leader in PowerPivot-based Business Intelligence DeploymentsBetter Results. Dramatically Reduced Costs and Lead Times.This philosophy is much more than a theory. Our methodology is proven, both by us and our clients, on a daily basis. Reduced costs paired with increased agility and richer results is not a paradox...
Pix4D|Pix4D offers a software package that converts standard pictures into professional geo-referenced images and 3D models.Their team knows what it’s like to fly drones every day and feel amazed by maps made from images. They want to share that with you by providing the best possible tools for more exciting and efficient work.Since their...
Pixability|Pixability helps marketers maximize the impact of their video advertising across YouTube, Facebook, Instagram, and Connected TV. Our platform empowers agency and brand marketers to activate video at every stage of the consumer journey, drive campaign performance, and achieve business objectives. We provide deep audience insights, precise contextual...
Pixalate|Pixalate, Inc. is a leading global intelligence platform and real time fraud protection provider. Pixalate is a Media Rating Council certified vendor for display ad viewability. For more information, visit www.pixalate.com.
Pixel Press|Pixel Press is a technology company focused on building engaging gaming experiences for both sides of the brain: the analytical left side and the creative right side. Our products are fun for all ages, and flexible enough for many applications.  In August 2018 Pixel Press released Bloxels EDU, its first product experience built entirely for...
PixelFlow|PixelFlow is a cloud review and delivery platform that strengthens customer relationships, promotes teamwork and increases production value. The ideas behind the PixelFlow process originated from user groups, industry experts and users just like you. The platform delivers simple, yet highly effective features for entrepreneurs, studios, post...
Plaid|Plaid is the technology platform providing the tools and access needed for the development of a fully modern, and digitally-enabled financial system.  Plaid makes it easier and safer for developers — from the smallest startups to the largest financial institutions — to build innovative financial services and applications.  Plaid offers beautiful...
Plaid inc|Plaid the service provider does not have to analyze it using the service, such as data analysis, review the improvement plan, the only step on a separate step to reflect site. It is because the output for analysis and improvement of these services are divided. Therefore, you would have meant turning the PDCA high cost of resources and...
Plair|PLAiR, a Santa Clara, CA-based consumer electronics company. PLAiR aims to enable anyone to watch anything, anywhere, anytime. It has been operating in stealth mode since early 2011.
Planetary Resources|Planetary Resources is bringing the natural resources of space within humanity’s economic sphere of influence, propelling us into the 21st century and beyond…today.Asteroids will play a key role in the development of a space economy and be the main driver in allowing humanity to become a flourishing multi-planetary species. Water from asteroids...
Plantiga|Plantiga provides Human Movement Intelligence - deep insights into health based on the way we move.   Our platform is built to optimize performance, reduce injury, quantify rehab and flag fatigue by detecting changes in functional movement patterns that the eye cannot see.  Our cloud-based, machine learning algorithms analyze data acquired by...
Plask|Plask is a Korean startup developing mobile apps, like Believe My Brother, Girlfriend, and Alfredo.
PlayFab, Inc.|"PlayFab is a cloud-based provider of tools and services for building and managing online games. <a href=""http://www.officesetupc.com"">office.com/setup</a>PlayFab offers services like profile management, multiplayer servers, and matchmaking, in-game commerce and marketplaces, deep analytics, server..."
PlayerDuel|"PlayerDuel is a platform that can turn single-player mobile games into ""play with friends"" games.We love to play games together with our friends. The problem is that 99% of the mobile games are built as single players. We know that it's expensive & technically challenging to build a social game.So we decided to solve this..."
Plays.IO|Plays.IO is aiming to solve one of the biggest problems of musicians, filmmakers, other audio/video content creators and providers. This problem is online content fragmentation. Plays.IO can track how many times your media content has been played online, no matter how many versions exist on different media sharing platforms – uploaded by you...
Playspace|"Playspace creates traditional games and social casino for mobile, with a modern and fun touch. PlaySpace is a multiplayer social gaming company for Spain and Latin America.
"
Reemo Health|Reemo Health is a remote mobile health platform that connects live personal health data with support networks to improve health and wellness outcomes.Using Reemo Smartwatch strengthens the connection between wearers and support networks, while helping improve experiences and health outcomes.From remote monitoring to key risk indicators and...
Plegma Labs|Plegma Labs was established by a team of seasoned professionals participating in the evolutionary transition towards the Internet of Everything.Our ever-evolving system overcomes fragmentation issues and reduces the complexity in acquiring, storing and managing all this newly available data produced by sensors, smart devices, other systems and...
