|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|description
1787|SiphonLabs|860000.0|Web Hosting|860000|operating|USA|Dallas|1|2013.0|technology|High-Performance Development, Hosting & Management for CreativesSiphonLabs is a high-performance, cloud-based development, hosting and management platform for creatives that is launching from the SoftLayer Catalyst Startup Program. It supports multiple content management software (CMS) platforms and will evolve to include additional CMS and...
1788|SiteBrains|350000.0|Internet|350000|operating|USA|San Francisco|1|2010.0|technology|SiteBrains provides interactive social spam protection and form validation as software as a service (SaaS) to enterprises and SMBs. Utilizing semantic analysis and web crawling technology, SiteBrains scans comments for link spam that other solutions can't detect. Additionally, SiteBrains utilizes encryption and server-side validation to defeat...
1789|SiteWit|825000.0|Search|2325000|operating|USA|Tampa|2|2011.0|technology|SiteWit offers Do It Yourself (DIY) search engine marketing for SMBs.SiteWit provides a step-by-step setup process to get small businesses live on Google AdWords and Bing Ads within minutes. SiteWit fully automates the management and optimization process to drive new customers cost efficiently. SiteWit’s software allows small businesses to...
1790|Sitefly|180000.0|Software|180000|operating|USA|Providence|1|2011.0|technology|Sitefly allows people to build beautiful mobile optimized websites in 1-click using their Facebook pages.
1791|Sitrion|18954.0|Enterprise Software|59838411|operating|USA|Denver|11|2004.0|technology|Sitrion provides award-winning solutions for the digital workplace, making work better for working people every day. Our mobile solutions boost productivity and allow people to be more empowered, engaged, and successful. The Sitrion ONE employee app extends work directly to people’s mobile devices and unifies communications, processes, and...
1792|Six3|63398.0|Video|63398|operating|||2|2011.0|technology|"Transforming mobile communication and commerce through the power of video. Powered by Six3 - Emotive Communication:
 Share a thought, start a conversation, express yourself in ways that a ; ) or 100 words never could. Cura TV - Watch. Discover. Buy:
 A video-based mobile marketplace that provides a tailored and immersive shopping experience,..."
1793|SixIntel|250000.0|Software|250000|closed|USA|Washington|1|2011.0|technology|SixIntel mines the social web to deliver actionable intelligence to sales professionals.
1794|SkillPages|4000000.0|Freemium|22085400|operating|IRL|Dublin|3|2011.0|technology|"SkillPages is the World's Trusted Network of People with Skills.SkillPages is creating new life enhancing opportunities for over 20 million members worldwide.Our vision is to become the ""go to"" place to find skilled people.We want to make it easier for people with skills to get found by people who need them.Launched..."
1795|Skimble|20000.0|Android|20000|operating|USA|San Francisco|1|2010.0|technology|Skimble powers the mobile wellness movement with an ecosystem of fun, dynamic and social coaching applications. Skimble latest title, Workout Trainer, provides multimedia workouts led by expert coaches and is a top app in the Android Market and App Store. Skimble also offers a multisport GPS Sports Tracker app, which helps people track over 45...
1796|Skin Scan|68630.0|Biotechnology|68630|operating|ROM|Bucharest|1|2010.0|technology|Skin Scan is the newest technological pearl in using fractal analysis, which offers a real help in diagnosis and survey of skin lesions!
1797|Skuldtech|1286600.0|Biotechnology|1286600|operating|||1|1999.0|technology|Skuldtech is specialized in the discovery of new Biomarkers and the development of Diagnostics focused on personalized medicine applications.This expertise enables the company to provide genomic, pharmacogenomic and transcriptomic services, as well as innovative diagnosticsassociated with new treatments, especially incancer, neurodegenerative...
1798|Sky Level Enterprieses|5000.0|Enterprise Software|5000|operating|||1|2014.0|technology|Sky Level Enterprieses provides mobile application development solutions. The company was founded by Praveen Raman in January 2014 and is based in Chennai, India.
1799|Sky Storage|25000.0|Enterprise Software|25000|operating|POL|Wroclaw|1|2009.0|technology|Sky Storage provides the synchronization, sharing and data backup services to the custommers. The comapny stores the data in the Amazon cloud. Data stored in the Sky Storage servers can be access via Windows software, website, iPhone and Google Android phones.
1800|SkyPhrase|250000.0|Analytics|250000|acquired|||2|2011.0|technology|Data is full of important insights that are never discovered because they are too difficult and expensive to find. Except for the most routine cases, hunting for these insights requires grappling with complex, difficult-to-learn interfaces or tedious programming. Questions about data that take moments to formulate can take hours or much longer to...
1801|Skycheckin|75000.0|Web Hosting|75000|operating|USA|New York|1|2012.0|technology|Skycheckin is a social network that enables travelers to locate and chat with people bearing similar interests.Skycheckin was founded by David Abitbol and Charly Wa in June 2012 and is based in New York, United States.
1802|Skytree|1500000.0|Big Data|21575000|operating|USA|San Jose|4|2012.0|technology|Skytree is a California-based software company that develops and publishes a machine learning platform for advanced analytics. The company offers a platform that gives organizations the power to discover analytic insights, predict future trends, make recommendations, and reveal untapped markets and customers.Backed by investments from US Venture...
1803|Slack|1500000.0|Enterprise Software|179950000|operating|USA|San Francisco|6|2009.0|technology|Slack is the leading global collaboration hub that makes people’s working lives simpler, more pleasant and more productive. From global Fortune 100 companies to corner markets, businesses and teams of every kind use Slack to bring the right people together with all the right information. Slack is headquartered in San Francisco CA, and has nine...
1804|Sleep.FM|15000.0|Hardware + Software|15000|operating|USA|Philadelphia|1|2006.0|technology|Sleep.FM is The Social Alarm Clock® and it provides a personalized way to stay in touch with friends, loved ones and information.  Users simply set their wake up time and invite family, friends and services to upload/create loving, fun or informative messages. When the alarm triggers, messages are played directly on your browser-based device...
1805|SlideBatch|50000.0|Software|780000|operating|USA|St Louis|2|2011.0|technology|"SlideBatch is an innovative new web application that cuts through content overload on the web with a simple concept of a ""Batch"", which has ubiquitous appeal to both publishers and consumers. A ""Batch"" is the right mix of content, delivered at the right place and time to a target audience.This is a simple concept that solves..."
1806|Slingjot|500000.0|Apps|1200000|operating|USA|San Mateo|2|2011.0|technology|Slingjot's mission is to connect people one word at a time.Slingjot is a simple way for users to spread the word in a community of like-minded people and receive instant feedback through polls, which is illustrated in a word cloud for easy interpretation and gratification. Available in November 2012 on any iPhone or iPad running on iOS 4...
1807|Smart Mocha|18000.0|Hardware + Software|18000|operating|USA|Portland|3|2013.0|technology|Smart Mocha is committed to creating the simplest to deploy, most useful, and most resilient remote monitoring solutions.Our mission is to improve knowledge of the world through sensor data.With decades of combined experience from organizations such as MIT, Motorola, Sun Microsystems, Orange, Remedy and HP, Smart Mocha has the team to...
1808|Smart Office Energy Solutions|150000.0|Clean Energy|400000|operating|USA|Houston|2|2009.0|technology|Smart Office Energy Solutions is a clean-technology company offering plug-and-play energy efficiency for office owners, managers, and tenants.  Its products include wireless smart circuit monitors, Web-managed power sockets, and behavioral software.  Combined, they have been found to reduce total energy consumption up to 25% with client payback...
1809|Smart Plate|201956.0|Hardware + Software|201956|operating|USA|San Francisco|1|2009.0|technology|Smart Plate, Inc. develops digital electronic license plate technology for cars. The electronic plate on the back side of a car might show messages or advertisements, but only after sitting motionless for several seconds. The company was incorporated in 2009 and is based in San Francisco, California.
1810|SmartHub|40000.0|Clean Technology|40000|operating|CHL|Viña Del Mar|1|2013.0|technology|SmartHub is a universal power module for renewable energy systems. Our patent-pending technology intelligently combines solar, wind, battery and grid connections to deliver the most efficient and economical output at all times. SmartHub is on a mission to make renewable energy affordable, scalable and practical.
1811|SmartProcure|500000.0|Enterprise Software|1825000|operating|USA|Deerfield Beach|3|2011.0|technology|SmartProcure seeks to improve the government procurement process by connecting the agencies and vendors with actual purchase order history. Agencies can save money with the best government pricing, while vendors can analyze demand & prices for their products/services. SmartProcure aggregates purchase order data from local, state and...
1812|SmartThings|3000000.0|Home Automation|15500000|acquired|USA|Washington|2|2012.0|technology|SmartThings provides wireless cloud based software.It offers a smartphone app that allows its users to monitor and control their domestic affairs even when they are out of their home. They do this by creating a variety of easy-to-use sensors to be placed at home, office, and car. SmartThings lets these sensors communicate with each other, and...
1813|Smoltek AB|2500000.0|Nanotechnology|2500000|operating|SWE|Gothenburg|1|2005.0|technology|Smoltek provides a patented disruptive technology that makes it possible to grow conductive nanostructures on a substrate in a controlled way. The company focuses on nanostructure fabrication technology as a means to solve difficult and challenging engineering material problems. Smoltek currently works alongside researchers and PhD students at the...
1814|Snip2Code|25000.0|Software|25000|operating|USA|San Francisco|1|2012.0|technology|"Snip2Code is a web start-up focused on delivering a set of tools for software enterprises and single developers to enhance software development and improve efficiency.
 Through a web portal and a set of software APIs, the software knowledge of the individuals and of the teams, expressed as code snippets used every day in the software application..."
1815|Snjohus Software|16000.0|Apps|16000|operating|ISL|Reykjavík|1|2013.0|technology|Snjohus is a development studio specializing in apps and games for mobile devices. The founders have extensive experience in the game and marketing industry on big projecst and small. Snjohus' aims to be the go-to developer for 3D and entertainment apps in Scandinavia. The company's latest release is Vfit, a virtual private trainer app....
1816|Snugg Home|155000.0|Enterprise Software|155000|operating|USA|Boulder|2|2010.0|technology|Snugg Home is a platform enables home improvement contractors to offer energy efficiency and solar upgrades to their current work. It simplifies the energy upgrade process for homeowners, contractors, lenders, and program managers. The company has currently bootstrapped themselves on government and utility programs in order to generate $1.8M in...
1817|Soapbox Mobile|125000.0|SMS|10125000|operating|USA|Carlsbad|3|2004.0|technology|Interactive SMS marketing platform used by major brands and agencies.
1818|Sobresalen|40000.0|Software|40000|operating|CHL|Santiago|1|2012.0|technology|Sobresalen.com mission is to create Websites designed by the most awesome creative people in Latin-America. Check our selected designers portfolios, choose your favorite and start immediately your project. Outstanding design is outstanding business baby!
1819|Soci Ads|50000.0|Networking|50000|operating|IND|Mumbai|1|2011.0|technology|Soci-Ads is a social media ad network that connects advertisers to social network users aka influencers who promote their favorite brands and get rewarded based on the number of clicks,leads or sales they generate. Soci-Ads allows advertisers to reach influencers via 3 levels of highly advanced targeting including influencer likes and interests....
1820|Social & Loyal|154392.0|Software|154392|operating|ESP|Barcelona|1|2011.0|technology|Social&Loyal is a social CRM platform that integrates with your website and Facebook fan page. It helps you to improve loyalty and brand awareness, increase sales and gather important customer data.
1821|Social DJ|40000.0|Software|40000|operating|||1|2012.0|technology|Social DJ provides an internet application where, on your phone, you can set the songs to sound in the bar where you are. You can vote for the songs that other people have suggested the bar yourself first or you can suggest a song for others to vote for her
1822|Social Data Technologies|200000.0|Software|200000|operating|USA|Bozeman|1|2012.0|technology|Social Data Technologies, LLC develops applications that analyze social networks to build products. It offers Social Me that provides a bundle of graphs and data about users and their friends. The company was incorporated in 2012 and is based in Bozeman, Montana.
1823|Social Games Herald|5000.0|Facebook Applications|5000|closed|||1|2010.0|technology|Social Games Herald is an online news resource site for everything Social Games. Not only do we provide fresh daily content for our visitors, but we also release analysis reports of major social game companies. These reports go into detail over acquisitions, estimated sales and revenue, in addition to future assessments. The majority of information...
1824|Social Pulse|250000.0|Enterprise Software|250000|operating|AUS|Melbourne|1|2013.0|technology|Social Pulse is a SaaS Social Media Automation ERP. The software powers social media monitoring, business delegation content, publishing, insights and analytics, and social ads. Company is based in Australia with a large base of users in Asia.
1825|SocialEngine|12000.0|Software|12000|acquired|USA|Los Angeles|1|2007.0|technology|SocialEngine is a platform that helps people and brands build vibrant online communities. Thousands of social websites are powered by the SocialEngine platform, and millions of end-users enjoy these sites every day.Customers include Shell, MasterCard, Apple, Kaplan University, SurfAir, Electronic Arts, Startup Revolution, and thousands of local...
1826|SocialGuides|20000.0|Software|20000|operating|||1|2009.0|technology|SocialGuides is a Social CRM and Commerce platform for local businesses.. They help businesses best use Twitter and Facebook to turn social fans into paying customers. There are three basic products in the SocialGuides platform:Social Dashboard: Quickly find what fans are saying about a business on Twitter & Facebook in one place....
1827|SocialMedia.com|500000.0|Facebook Applications|10000000|acquired|USA|San Francisco|3|2007.0|online platforms and marketplaces|SocialMedia.com makes digital advertising better through People Powered Advertisements that leverage people's social relationships in the ad units. They have ad formats incorporating Twitter, social networks, and community websites.People Powered advertising makes digital advertising better by amplifying people's personal endorsements...
1828|SocialSci|12000.0|Software|512000|operating|USA|Cambridge|2|2009.0|technology|SocialSci is an online survey platform designed to meet all the requirements of scientific researchers.SocialSci lets researchers design surveys using a simple drag-and-drop interface, and comes with a built-in recruiting system that uses a point system to reward users for participating while screening out repeat visitors.
1829|Socialscope|1025000.0|Software|1025000|operating|USA|San Francisco|1|2009.0|technology|Socialscope, Inc. develops software for mobile phones to centralize accesses to Facebook, Twitter, and other networks.
1830|Socialware|200000.0|Enterprise Software|15022208|operating|USA|Austin|6|2009.0|technology|Socialware, Inc. provides a SaaS based platform that allows users to manage social media across the enterprise. Socialware, Inc.  mission to transform the way that companies and their employees engage, communicate and collaborate with clients, partners and one another. Public social technologies such as Facebook, LinkedIn and Twitter have reshaped...
1831|Sociogramics|300000.0|Enterprise Software|300000|operating|USA|Palo Alto|1|2011.0|technology|Sociogramics launched in 2011 on the premise that existing scores and methods for sorting and assigning consumer behaviors are obsolete in an era of Big Data. We are leveraging emerging data sets coupled with our team's machine learning expertise to fundamentally improve online identity, employment and income verification.
1832|Socrata|6500000.0|Analytics|54500000|operating|USA|Seattle|3|2007.0|technology|Socrata is the market leader in making existing government data discoverable, usable, and actionable for government workers and the people they serve. Socrata provides a data-as-a-service data platform and cloud applications exclusively for city, county, state, and federal government organizations. Socrata delivers unprecedented, data-driven...
1833|Socset.|10000.0|Meeting Software|10000|operating|AZE|Baku-baladshary|1|2011.0|technology|Socset is a web-based analytical solution allowing the tracking URLs shared over social networks and generating comprehensive intelligence reports. It is an online tool aimed at evaluating and analyzing the effect of various campaigns over social networks. The tools comes in handy for businesses that run mass campaigns across multiple social media...
1834|SoftArt|500000.0|Software|500000|operating|ITA|Milan|1|2007.0|technology|Softart is  a software house that works in the world of web communication using  the most inovative technologies.Our projectFully developed content sharing platform (mmDevice® )Having multiple applications  different business model can be created not just one.First implementation of technology is a social journalism site.Site is fully...
1835|SolFocus|3500000.0|Clean Technology|211403000|closed|USA|San Jose|8|2005.0|technology|SolFocus's mission is to enable solar energy generation at a Levelized Cost of Energy (LCOE) competitive with traditional fossil fuel sources. To achieve this goal, SolFocus has developed leading concentrator photovoltaic (CPV) technology which combines high-efficiency solar cells (approaching 40%) and advanced optics to provide solar energy...
1836|Solaiemes|110143.0|Usability|1122758|operating|ESP|Madrid|3|2006.0|technology|Solaiemes is the pioneer in Rich Communication Services - RCS network API exposure  (GSMA Awarded in 2011) to create Value Added Services and also to make RCS happen in all screens apart from mobile (Web, TV, Firefox OS) making feasible the concept RCS as a Platform. 1st RCS OMA API commercially available.Now expanding monetization platforms...
1837|Solar Capture Technologies|339987.0|Renewable Energies|339987|operating|GBR|Blyth|1|2012.0|technology|The Solar Capture Technologies Photovoltaic Technology Centre (PVTC) is an independent, world leading, crystalline silicon solar cell manufacturing, contract research and product development centre. Solar Capture Technologies research and development, cell and module production and consultancy services for photovoltaics are dedicated to meeting the...
1838|Solar Site Design|50000.0|Enterprise Software|50000|operating|USA|Nashville|1|2013.0|technology|Solar Site Design is a collaborative, cloud-based content management platform that offers a complete project development solution for solar professionals. Its mission is to offer the Solar Site Design information technology platform to solar professionals worldwide.
1839|Solid Sound|25000.0|Apps|25000|operating|DEU|Berlin|1|2013.0|technology|Solid Sound offers solutions that are able to improve the sound quality of their headphones.Solid Sound offers an application that enables its users to choose a pair of headphones and listen to music. It offers Artist Editions, a feature that enables fans to download sound settings of musicians and producers.Solid Sound is offered by Solid...
1840|Solidagex|100000.0|Biotechnology|315000|operating|USA|Lexington|2|2011.0|technology|Solidagex, Inc. produces proprietary, natural extracts from the native goldenrod plant for use as bioactive ingredients in the nutrition, cosmetics and Ag-bio industries. Solidagex has established a scalable supply chain that supports a vertically integrated process for producing its all-natural, green, sustainable products. Our products offer...
1841|Solidmation|25000.0|Home Automation|25000|operating|ARG|Buenos Aires|1|2011.0|technology|Solidmation created a home-automation platform aimed at service providers, such as broadband, security, communications and utilities. The in-home part of our platform can also be easily used in a B2C strategy through retailers.
1842|Solum|2000000.0|Software|23500000|acquired|USA|Ames|3|2009.0|technology|Solum makes a field-deployable measurement tool that can give farmers immediate results of soil nutrient needs. Solum enables farmers to reduce fertilizer costs and improve crop yields by delivering the right amount of fertilizer at the right place and at the right time. Solum technology makes farming more sustainable by reducing nitrogen runoff...
1843|Soluto|1600000.0|Software|18000000|acquired|ISR|Tel Aviv|3|2008.0|technology|Soluto is an all-in-one support and digital protection service that enables users to contact premier support technicians. It integrates a mobile app, web portal, proactive communications, and remote device management into one service. Soluto provides proactive support by notifying users when there’s a problem with actionable email alerts...
1844|SolveBio|2000000.0|Biotechnology|2000000|operating|USA|New York|1|2013.0|technology|SolveBio, founded in 2013, is a contextual knowledge hub focused on enabling pharma, biotech, and diagnostic organizations to effectively connect and use external and internal genomic information. SolveBio extracts, evaluates, and unifies complex, disparate biomedical data for life science enterprises. SolveBio is based in New York and is backed by...
1845|Sonar.me|200000.0|Networking|200000|closed|USA|New York|1|2010.0|technology|Sonar is a a mobile application that shows you how you are connected to the other people in the room.Sonar combines publicly available profile and location information to help you discover business contacts, colleagues, old friends and new ones at conferences, cafes, and bars.  Sonar enables you take your online identity offline, to help...
1846|Sookasa|1600000.0|Enterprise Software|6600000|operating|USA|San Mateo|2|2011.0|technology|The cloud is causing massive disruption in the enterprise. Employees are bringing their favorite cloud services to work in order to boost their productivity. However, this process exposes sensitive company data to security and compliance risks.Our goal at Sookasa is to liberate professionals to enjoy their favorite cloud services at work, while...
1847|Sopogy|1000000.0|Clean Technology|34390435|operating|USA|San Jose|9|2002.0|technology|Sopogy Inc. designs, manufactures, and markets micro-scaled concentrating solar power technology (MicroCSP); and sells related software, and services. Our products include SopoFlare, SopoNova, SopoHelios, SopoTitan, SopoLite, and the SopoSoft operating system.  We sell to original equipment manufacturers who use our products to enhance theirs, the...
1848|Soricimed|109000.0|Biotechnology|109000|operating|CAN|Moncton|1|2005.0|technology|Soricimed Biopharma Inc. operates as a drug and diagnostic development company. It develops a cancer management program that is focused on an ovarian cancer therapeutic and a companion early diagnostic. Its products pipeline includes SOR-C13 and SOR-C27 for ovarian, breast, and prostate cancers; SOR-N54 for pain; and SOR-D01 and SOR-D02 for...
1849|Soundl.ly|475181.0|Software|475181|operating|KOR|Seoul|1|2012.0|technology|Soundl.ly provides IoT manufactures & app developers with the most reliable data-over-audio technology for pairing devices instantly with zero user hassle.* Our technology is 100% software, so 10 times cheaper than Bluetooth* UX becomes far simpler since the steps to turn Bluetooth ON are eliminated* Our patented technology is based on...
1850|Soundtracker|150000.0|Databases|2200000|operating|USA|Washington|3|2013.0|technology|DESCRIPTIONSoundtracker makes it easy to discover the music your friends and your neighbors are listening to. Use Soundtracker to comment on your friends' stations, chat, check their latest stations, and more. Discover your city's favorite artists. Access any artist, any genre from the largest music catalog on Internet radio with more...
1851|SourceClear|1500000.0|Software|1500000|operating|USA|Seattle|1|2013.0|technology|SourceClear is a developer tools company that is using data-science and machine-learning to make it easy for developers to build secure and reliable software. Based in San Francisco with an office in Singapore the executive team have previously led startups acquired by McAfee and VMWare and have had leadership roles at companies like GitHub and...
1852|SourceLair|250000.0|Developer Tools|250000|operating|GRC|Athens|1|2011.0|technology|SourceLair is a cloud based software development environment aiming to revolutionize its market by letting developers work everywhere, with the most reliable, efficient and elegant development environment available.
1853|Soweso|29600.0|QR Codes|29600|operating|USA|New York|1|2009.0|technology|Soweso is a Italian software company which specializes in communication between companies and their customers. Soweso develops several software programs and websites to bring companies closer to their customers, by providing them with simple tools to interact. Now we are developing a new social website, it will be online on November 2010 and...
1854|Space Apart|25000.0|Software|25000|operating|USA|Chicago|1|2010.0|technology|Space Apart, Inc owns and operates a location based social media platform that enables its users to connect with local businesses. Space Apart, Inc was founded in 2010 and is based in Chicago, Illinois.
1855|SpaceCurve|1100000.0|Big Data|16343297|operating|USA|Seattle|4|2009.0|technology|SpaceCurve is a data platform designed for the Internet of Things. The SpaceCurve platform concurrently ingests, fuses and analyzes streaming data from the Internet of Things, Industrial Internet, social media, mobile, weather and other sources with historical data at petabyte scales to allow organizations to continuously create value from data...
1856|Spacebikini|50000.0|Networking|50000|operating|USA|New York|1|2011.0|technology|The place where artists can chill, share creativity, and have fun, of course!
1857|SpamLion|12500.0|Software|362500|operating|USA|Cotati|2|1996.0|technology|"SpamLion makes a server-based, anti-spam solution that uses a unique ""Auto-whiting Listing"" technology, devoid of content filters, black lists, subscriptions or filters to maintain. User access to Quarantine Management as well as Administrative Management is web-based, with no client software to install or maintain. The product protects..."
1858|Sparkcentral|1125000.0|Twitter Applications|5625000|operating|USA|San Francisco|2|2011.0|technology|Consumers today engage with brands and companies on social channels by sending tweets and messages stating their customer service needs openly and publicly.  Many companies choose to respond to these consumers via the same channels in order to address their concerns.  The Sparkcentral Platform helps customer support teams manage large volumes of...
1859|Sparq Systems|2750000.0|Software|13874027|operating|CAN|Toronto|3|2009.0|technology|SPARQ Systems Inc. is the Canadian leader in developing advanced photovoltaic (PV) microinverter products and systems.SPARQ has designed the next generation of smart grid enabled photovoltaic micro-inverter technology, enabling access to the rapidly growing distributed solar market.  This disruptive technology is based on novel power...
1860|Sparrow|246981.0|Email|246981|acquired|||1|2010.0|technology|Sparrow was an email client for OS X and iOS. After a 4-month beta period, Sparrow went on sale in the Mac App Store on February 9, 2011 and became the top paid and top grossing app in less than one day. On July 20, 2012, the company announced that it had been acquired by Google and was ceasing continued development of the application save critical...
1861|Sparus Software|1410000.0|Software|5420000|acquired|FRA|Paris|2|2003.0|technology|Sparus Software, a French, Paris-based software ISV, designs, develops and markets EveryWAN Mobility Manager, an innovative software suite which enables enterprises to deploy and manage mobile handheld devices over wireless networks (GPRS/Edge/3G and WiFi) in a cost-effective way, thereby reducing operating expenses.
1862|Spayee|20000.0|Information Technology|20000|operating|IND||1|2014.0|technology|Spayee is an eBook Distribution and a Collaborative Learning Platform enabling education providers to set up their own digital library to distribute & monetize their digital content. Our Html5 based reading platform is quite unique and innovative so while reading any content on our platform student will get all related video/courses (from...
1863|SpeakGlobal|150000.0|Artificial Intelligence|150000|operating|JPN|Kobe|2|2011.0|technology|SpeakGlobal: Language learning outside the box with virtual tutors.The time is here to think outside the box in language learning. Millions of Asians need English communication skills to compete globally...SpeakGlobal has an online platform that changes the lives of Asians by expanding their English communication skills, allowing more...
1864|Spectralmind|504210.0|User Experience Design|504210|operating|AUT|Vienna|1|2009.0|technology|Spectralmind is an audio intelligence company that changes the way people search for and discover audio content. Traditional keyword search methods make retrieval results dependent on the quality and quantity of existing metadata. As a result, only a small fraction of music catalogs are actually utilized. Spectralmind's audio intelligence...
1865|Spectrum Bridge|2000000.0|Web Hosting|25371206|operating|USA|Lake Mary|5|2007.0|technology|Spectrum Bridge is a privately held, telecommunication software company focused on making bandwidth more readily available to enterprises and consumers. The Company's core business is providing greater availability and access to wireless bandwidth and the efficient allocation of spectrum within a wireless network.  The Company creates...
1866|Spensa Technologies|50000.0|Clean Technology|1980000|operating|USA|West Lafayette|3|2009.0|technology|Spensa Technologies is a startup housed in the Purdue Research Park of West Lafayette. The company was founded in 2009 by Johnny Park, president and CEO. Spensa's mission is to design, develop and deliver novel technologies for the agricultural industry that will reduce reliance on manual labor, foster eco-friendly farming and enhance crop...
1867|SpinGo|1000000.0|Search|10526000|operating|USA|Draper|6|2012.0|technology|SpinGo was born out of the frustrations that event makers—planners, producers, marketers—have when creating, managing, and promoting their events. Ticketing should integrate with scheduling. Events shouldn’t be managed with spreadsheets. Marketing doesn’t have to be complicated. We saw the need to simplify the entire event making process and unify...
1868|Spinlister|2000000.0|Collaborative Consumption|2000000|operating|USA|Santa Monica|1|2011.0|technology|Spinlister is a marketplace that lets you find the best bikes to rent online, whether from individuals or existing bike rental shops.
1869|Spotcast Inc.|178640.0|Software|461658|operating|||3|2012.0|technology|Spotcast has been quietly revolutionizing the mobile local advertising space with the its location based communication and advertising platform that is engaging neighborhoods throughout North America.  Spotcast combines local search, social sharing, and real-time communication in an award winning and hyper-local mobile app that drive real time foot...
1870|SpotlessCity|200000.0|Search|200000|operating|USA|Brooklyn|1|2011.0|technology|SpotlessCity is a web-based company that helps people handle all of their dry cleaning and laundry needs online.  The website lets users find every dry cleaner and laundromat in their neighborhood and schedule a free pickup & delivery from the cleaner of their choice.  SpotlessCity works closely with partner cleaners to build-in accurate pickup...
1871|Springpad|1499999.0|Web Tools|7320977|operating|USA|Charlestown|3|2008.0|technology|Named “One of the 50 Best Apps of 2012 and 2013” by Time Magazine, Springpad is a web and mobile app that helps users get organized, get inspired, and get more done. Springpad lets users create digital notebooks for all kinds of projects and interests, which they can fill with tasks, notes, checklists, products, bookmarks, photos, places and...
1872|Spritz|3540000.0|Software|3540000|operating|USA|Salt Lake City|1|2012.0|technology|Reading is inherently time consuming because your eyes have to move from word to word and line to line. Traditional reading also consumes huge amounts of physical space on a page or screen, which limits reading effectiveness on small displays. Scrolling, pinching, and resizing a reading area doesn’t fix the problem and only frustrates people. Now,...
1873|Sprooki|480000.0|Proximity Internet|480000|operating|SGP|Singapore|1|2011.0|technology|Sprooki connects mobile-enabled shoppers with major retailers, shopping malls and consumer brands across the Asia-Pacific region via a unique and powerful SaaS platform.Sprooki is a location-based marketing and commerce system. With a real-time sales & marketing campaign management engine and custom built white-labeled smartphone apps...
1874|Sproom|950000.0|Software|950000|operating|DNK|Copenhagen|1|2010.0|technology|Sproom is a business network, bringing together electronic structured exchange of invoices, orders, notifications etc. between buyers and suppliers. The technology brings together the many different national and international carrier networks into one large network and is in contrast to other solutions able to 'translate' an invoice,...
1875|Sproutling|2600000.0|Internet of Things|2600000|operating|USA|San Francisco|1|2012.0|technology|Sproutling makes parenting a little less scary and a lot more fun. We grow your parent IQ through tools that seamlessly fit your life, and provide real time, trustworthy insights about your child. By taking the worry out of parenting, we help you focus on building happy families, and we do it in style, so you don’t have to look like a kid just to...
1876|Spry Hive Industries|100000.0|Software|100000|operating|USA|Kirkland|1|2009.0|technology|Spry Hive Industries builds rich internet, desktop and mobile applications.
1877|Sqrrl|2000000.0|Analytics|7200000|operating|USA|Cambridge|2|2012.0|technology|Sqrrl is a Big Data Analytics company that lets organizations pinpoint and react to unusual activity by automatically uncovering hidden connections in their data.  Sqrrl's linked data analysis platform gives analysts a way to visually investigate these connections, allowing them to rapidly understand their surrounding contexts and take action....
1878|SquareOne Mail|150000.0|Email|150000|operating|USA|San Francisco|2|2012.0|technology|SquareOne Mail is stress-free email. We built a mobile app that presorts all of the user's email into a dashboard. Then - like a personal assistant - it lets the user decide which emails they want to be notified about and when. In doing so, we remove the user from information clutter and unscheduled distractions. Our ultimate goal is to...
1879|Sqwiggle|1100000.0|Software|1100000|operating|USA|San Francisco|1|2013.0|technology|Sqwiggle is a persistent online workplace for your remote team to work together throughout the day.Instantly see and hear other team members with no need to call and share everything important to your work in one beautiful, easy to use web or native app.
1880|StARTinitiative|100000.0|Technology|100000|operating|USA|Los Angeles|1|2013.0|technology|We are a company that utilizes Street Artist to create limited edition Phone Cases as well as having our own in-house designsThe basis of the company is to provide street artist another platform in which they could make a living as well as providing a means where community service can be done by donating portions of the proceeds to charities....
1881|StackEngine|1000000.0|Developer Tools|1000000|operating|USA|Austin|1|2014.0|technology|StackEngine builds software to automate the scaling, resiliency, and deployment of applications, putting the power and control into the hands of developers who know how the application should run, to meet the goals of the business.
1882|Stackify|2000000.0|Information Technology|2000000||USA|Kansas City|1|2012.0|technology|Stackify offers software developers with solutions to monitor and manage their applications’ performance. It also provides a cloud-based solution that provides insights about the application’s performance.Stackify takes a payment from its customers for the services and solutions it provide.Stackify was founded by Matt Watson in January 2015 and...
1883|Stackpop|500000.0|Enterprise Software|870000|operating|USA|New York|2|2011.0|technology|Stackpop helps companies find and manage their optimal infrastructure.
1884|Stageit|40000.0|Internet|40000|operating|USA|Los Angeles|1|2010.0|technology|A front row seat to a backstage experienceâ„¢StageIt is a new, web-based platform created for artists by artists that empowers them to deliver and monetize interactive live experiences directly from their laptop. Offering intimacy and direct interaction with fans, StageIt gives artists the opportunity to offer unique online fan experiences that...
1885|Stamplay|64300.0|Software|227668|operating|GBR|London|2|2012.0|technology|Stamplay is a low code platform that enables organizations to build high value business process spanning multiple cloud services. The platform provides enterprise integration, process automation, and a citizen experience, enabling business users and IT to collaborate in order to build, operate and roll out automations. Stamplay is a 500Startups...
